country,year,energy_per_capita,energy_per_gdp,population,primary_energy_consumption,Year,Country,GDP_per_capita,gdp
Albania,2000,9029.438,3.029045861735089e-09,3182027.0,28.732,2000,Albania,2980.96,9485495205.92
Albania,2001,8635.532,2.6349232227906205e-09,3153615.0,27.233,2001,Albania,3277.32,10335405511.800001
Albania,2002,9443.555,2.715511837115275e-09,3123554.0,29.497,2002,Albania,3477.58,10862408919.32
Albania,2003,10756.612,2.8891438279147944e-09,3092993.0,33.27,2003,Albania,3723.1,11515522238.3
Albania,2004,11586.951,2.9110400360636523e-09,3062629.0,35.487,2004,Albania,3980.4,12190488471.6
Albania,2005,11545.616,2.7153903546799424e-09,3032636.0,35.014,2005,Albania,4251.96,12894646966.56
Albania,2006,10976.728,2.409715791673052e-09,3003391.0,32.967,2006,Albania,4555.14,13680866479.740002
Albania,2007,9534.874,1.9551268229253916e-09,2976089.0,28.377,2007,Albania,4876.92,14514147965.880001
Albania,2008,10499.328,1.9871544642057623e-09,2951690.0,30.991,2008,Albania,5283.64,15595667351.6
Albania,2009,11524.428,2.0981844722719133e-09,2930553.0,33.773,2009,Albania,5492.58,16096296796.74
Albania,2010,12377.504,2.164579064618333e-09,2913402.0,36.061,2010,Albania,5718.26,16659590120.52
Albania,2011,10854.649,1.8460243709533813e-09,2900660.0,31.486,2011,Albania,5880.08,17056112852.8
Albania,2012,10652.809,1.7834724150881677e-09,2892191.0,30.81,2012,Albania,5973.08,17275288218.28
Albania,2013,13392.774,2.2157288504019562e-09,2887019.0,38.665,2013,Albania,6044.38,17450239903.22
Albania,2014,11809.461,1.9158825452723313e-09,2884100.0,34.06,2014,Albania,6164.04,17777707764.0
Albania,2015,11824.314,1.871015980575664e-09,2882482.0,34.083,2015,Albania,6319.66,18216306196.12
Albania,2016,13823.748,2.1139954719909462e-09,2881064.0,39.827,2016,Albania,6539.14,18839680844.96
Albania,2017,12802.36,1.8843933922168498e-09,2879361.0,36.863,2017,Albania,6793.96,19562263459.56
Albania,2018,14609.701,2.062117503278942e-09,2877019.0,42.032,2018,Albania,7084.74,20382931590.059998
Albania,2019,11585.555,1.5951039740724956e-09,2873883.0,33.296,2019,Albania,7263.3,20873874393.9
Albania,2020,11158.003,1.5823967723649817e-09,2866850.0,31.988,2020,Albania,7051.26,20214904731.0
Armenia,2000,9270.454,2.90904971923585e-09,3168525.0,29.374,2000,Armenia,3186.8,10097455470.0
Armenia,2001,9219.866,2.7245682831002465e-09,3133138.0,28.887,2001,Armenia,3383.96,10602413666.48
Armenia,2002,8911.608,2.3633037810548623e-09,3105040.0,27.671,2002,Armenia,3770.84,11708609033.6
Armenia,2003,9866.072,2.3599300010494156e-09,3084107.0,30.428,2003,Armenia,4180.66,12893602770.619999
Armenia,2004,10294.192,2.2964489367312652e-09,3065748.0,31.559,2004,Armenia,4482.6,13742521984.800001
Armenia,2005,11997.367,2.4167077463771157e-09,3047254.0,36.559,2005,Armenia,4964.34,15127604922.36
Armenia,2006,12061.231,2.2108756064453545e-09,3026490.0,36.503,2006,Armenia,5455.38,16510653016.2
Armenia,2007,13633.888,2.264011407661141e-09,3004398.0,40.962,2007,Armenia,6022.06,18092665019.88
Armenia,2008,13250.285,2.1199585607966022e-09,2983425.0,39.531,2008,Armenia,6250.22,18647062603.5
Armenia,2009,11915.396,2.28818727428811e-09,2964300.0,35.321,2009,Armenia,5207.38,15436236534.0
Armenia,2010,13351.512,2.5849198161043443e-09,2946296.0,39.338,2010,Armenia,5165.22,15218267025.12
Armenia,2011,14139.787,2.6941515045949237e-09,2928984.0,41.415,2011,Armenia,5248.3,15372186727.2
Armenia,2012,15057.879,2.6759413793058512e-09,2914428.0,43.885,2012,Armenia,5627.12,16399836087.36
Armenia,2013,14838.981,2.5475312577131856e-09,2901386.0,43.054,2013,Armenia,5824.9,16900283311.4
Armenia,2014,15185.13,2.513299808224183e-09,2889937.0,43.884,2014,Armenia,6041.9,17460710360.3
Armenia,2015,14124.947,2.2610309471812587e-09,2878598.0,40.66,2015,Armenia,6247.12,17982947137.76
Armenia,2016,14289.046,2.2789254464912023e-09,2865841.0,40.95,2016,Armenia,6270.06,17968995020.460003
Armenia,2017,15302.439,2.2653591252805187e-09,2851929.0,43.641,2017,Armenia,6754.9,19264495202.1
Armenia,2018,15133.982,2.1244010307400322e-09,2836563.0,42.928,2018,Armenia,7123.8,20207107499.4
Armenia,2019,16179.096,2.10463887437633e-09,2820604.0,45.635,2019,Armenia,7687.38,21683054777.52
Armenia,2020,17086.047,2.3868235156484425e-09,2805610.0,47.937,2020,Armenia,7158.5199999999995,20084015297.199997
Austria,2000,48863.281,2.2649676538476757e-09,8010425.0,391.416,2000,Austria,21573.52,172813063946.0
Austria,2001,50421.105,2.3056341251169374e-09,8039633.0,405.367,2001,Austria,21868.64,175815839809.12
Austria,2002,50254.641,2.2626140000565253e-09,8078994.0,406.007,2002,Austria,22210.88,179441566254.72
Austria,2003,50523.203,2.2596315904102864e-09,8120105.0,410.254,2003,Austria,22359.06,181557914901.30002
Austria,2004,51139.312,2.231855925744107e-09,8171215.0,417.87,2004,Austria,22913.34,187229827508.1
Austria,2005,51714.719,2.2158405497000244e-09,8227034.0,425.459,2005,Austria,23338.66,192007949334.44
Austria,2006,50921.684,2.1131495372384016e-09,8267771.0,421.009,2006,Austria,24097.54,199232942383.34
Austria,2007,49669.195,1.9876340942874156e-09,8294720.0,411.992,2007,Austria,24989.1,207277587552.0
Austria,2008,50475.008,1.987336605993897e-09,8321134.0,420.009,2008,Austria,25398.3,211342657672.19998
Austria,2009,48765.184,1.993045084027165e-09,8342939.0,406.845,2009,Austria,24467.68,204132361711.52
Austria,2010,50240.961,2.0113654646032765e-09,8362829.0,420.157,2010,Austria,24978.56,208891425946.24002
Austria,2011,47200.484,1.836844598683083e-09,8391201.0,396.069,2011,Austria,25696.52,215624664320.52
Austria,2012,49174.594,1.9092902926570666e-09,8429641.0,414.524,2012,Austria,25755.42,217108944404.21997
Austria,2013,48493.574,1.8937432897847888e-09,8479542.0,411.203,2013,Austria,25607.24,217137667084.08002
Austria,2014,46196.465,1.8062694258542263e-09,8546066.0,394.798,2014,Austria,25575.62,218570936510.91998
Austria,2015,45686.785,1.786122602959305e-09,8642422.0,394.844,2015,Austria,25578.72,221062092459.84
Austria,2016,46698.785,1.8129909864511737e-09,8736491.0,407.984,2016,Austria,25757.9,225033661528.90002
Austria,2017,47423.047,1.8118000956024793e-09,8797497.0,417.204,2017,Austria,26174.54,230270437126.38
Austria,2018,46186.543,1.7311403287053084e-09,8840518.0,408.313,2018,Austria,26679.84,235863605757.12
Austria,2019,48314.258,1.7918619336705833e-09,8879939.0,429.028,2019,Austria,26963.18,239431393646.02
Austria,2020,45028.27,1.793108063313406e-09,8907780.0,401.102,2020,Austria,25111.86,223690924270.80002
Belarus,2000,24868.184,4.402363515691544e-09,10256489.0,255.06,2000,Belarus,5648.82,57937060192.979996
Belarus,2001,24306.926,4.143384350314238e-09,10201212.0,247.96,2001,Belarus,5866.44,59844798125.28
Belarus,2002,25309.941,4.136014376541056e-09,10135391.0,256.526,2002,Belarus,6119.4,62022511685.399994
Belarus,2003,25292.014,3.887687636065125e-09,10065881.0,254.586,2003,Belarus,6505.66,65485199386.46
Belarus,2004,28508.881,3.9585163686839774e-09,9999713.0,285.081,2004,Belarus,7201.92,72017133048.96
Belarus,2005,28600.459,3.6523929219973432e-09,9935166.0,284.15,2005,Belarus,7830.6,77798310879.6
Belarus,2006,30598.045,3.5780297765948384e-09,9874700.0,302.147,2006,Belarus,8551.66,84445077002.0
Belarus,2007,29999.406,3.256792161160101e-09,9825990.0,294.774,2007,Belarus,9211.34,90510534726.6
Belarus,2008,30513.402,3.033479471486758e-09,9787829.0,298.66,2008,Belarus,10058.88,98454597371.51999
Belarus,2009,28957.873,2.9029973874684437e-09,9757710.0,282.563,2009,Belarus,9975.18,97334913637.8
Belarus,2010,31470.039,2.9558623606724316e-09,9731426.0,306.248,2010,Belarus,10646.64,103606989308.64
Belarus,2011,30981.086,2.7887886090938357e-09,9706983.0,300.733,2011,Belarus,11109.16,107836427264.28
Belarus,2012,33557.434,2.9665648159086147e-09,9693754.0,325.298,2012,Belarus,11311.9,109654775872.59999
Belarus,2013,30421.854,2.6586250236194385e-09,9691143.0,294.823,2013,Belarus,11442.72,110893035828.95999
Belarus,2014,30426.229,2.609655179109628e-09,9693741.0,294.944,2014,Belarus,11659.1,113020295693.1
Belarus,2015,27527.16,2.449848769002135e-09,9700609.0,267.03,2015,Belarus,11236.26,108998564882.34
Belarus,2016,28104.533,2.5607221915761834e-09,9708111.0,272.842,2016,Belarus,10975.24,106548848171.64
Belarus,2017,28623.031,2.537581258839627e-09,9707874.0,277.869,2017,Belarus,11279.66,109501518042.84
Belarus,2018,31689.998,2.7174731107342325e-09,9695573.0,307.253,2018,Belarus,11661.58,113065700185.34
Belarus,2019,31923.436,2.6915497751744617e-09,9673971.0,308.826,2019,Belarus,11860.6,114739100442.6
Belarus,2020,29768.562,2.52001543011359e-09,9633745.0,286.783,2020,Belarus,11812.86,113802080960.70001
Belgium,2000,72420.406,3.4640282653838797e-09,10264351.0,743.348,2000,Belgium,20906.4,214590627746.40002
Belgium,2001,71475.5,3.3983759467990567e-09,10309249.0,736.859,2001,Belgium,21032.26,216826805372.74
Belgium,2002,70828.992,3.319007252850631e-09,10355569.0,733.474,2002,Belgium,21340.4,220991984687.6
Belgium,2003,73221.562,3.4144587655825854e-09,10402550.0,761.691,2003,Belgium,21444.56,223078107628.0
Belgium,2004,73126.234,3.3000994640079278e-09,10456164.0,764.62,2004,Belgium,22158.8,231696046843.19998
Belgium,2005,71894.961,3.1911400173025192e-09,10516979.0,756.118,2005,Belgium,22529.56,236942909399.24002
Belgium,2006,71647.289,3.1188634020663972e-09,10582970.0,758.241,2006,Belgium,22972.24,243114526752.80002
Belgium,2007,71662.344,3.035066307925471e-09,10653698.0,763.469,2007,Belgium,23611.46,251549364179.08
Belgium,2008,72317.906,3.0600990266712985e-09,10726720.0,775.734,2008,Belgium,23632.54,253499639468.80002
Belgium,2009,66274.0,2.8890923647893317e-09,10801357.0,715.849,2009,Belgium,22939.38,247776432738.66
Belgium,2010,70300.141,3.004512121292403e-09,10877948.0,764.721,2010,Belgium,23398.18,254524185334.64
Belgium,2011,65134.078,2.755178123467511e-09,10955742.0,713.592,2011,Belgium,23640.6,259000314325.19998
Belgium,2012,62090.016,2.6234573374181825e-09,11031140.0,684.924,2012,Belgium,23667.26,261076858476.4
Belgium,2013,63218.379,2.6713417098512117e-09,11103260.0,701.93,2013,Belgium,23665.4,262763089204.00003
Belgium,2014,58234.559,2.4333983149160113e-09,11176727.0,650.872,2014,Belgium,23931.38,267474500993.26
Belgium,2015,58448.152,2.407335446581964e-09,11248306.0,657.443,2015,Belgium,24279.2,273099871035.2
Belgium,2016,62694.066,2.5627779323313236e-09,11316837.0,709.499,2016,Belgium,24463.34,276847631255.58
Belgium,2017,62897.129,2.5399216527153653e-09,11384491.0,716.052,2017,Belgium,24763.42,281918932119.22
Belgium,2018,62384.855,2.4861809669399386e-09,11448598.0,714.219,2018,Belgium,25092.64,287275548118.72
Belgium,2019,64152.262,2.514126371898588e-09,11510569.0,738.429,2019,Belgium,25516.72,293711966213.68
Belgium,2020,57433.73,2.3897784513979914e-09,11561716.0,664.032,2020,Belgium,24033.06,277863414330.96
Bulgaria,2000,26859.672,5.150632622201398e-09,8097694.0,217.501,2000,Bulgaria,5214.82,42228016625.079994
Bulgaria,2001,27980.561,5.10982136052043e-09,8034863.0,224.82,2001,Bulgaria,5475.84,43997624209.92
Bulgaria,2002,27344.377,4.656231455830644e-09,7974804.0,218.066,2002,Bulgaria,5872.64,46833152962.560005
Bulgaria,2003,28474.164,4.555702451223331e-09,7917745.0,225.451,2003,Bulgaria,6250.22,49487648153.9
Bulgaria,2004,27716.521,4.11866936484811e-09,7865314.0,217.999,2004,Bulgaria,6729.48,52929473256.71999
Bulgaria,2005,30223.08,4.145849039791572e-09,7815221.0,236.2,2005,Bulgaria,7289.96,56972648481.16
Bulgaria,2006,31003.193,3.935553464718367e-09,7766040.0,240.772,2006,Bulgaria,7877.72,61178688628.8
Bulgaria,2007,30154.662,3.5282244691237638e-09,7719035.0,232.765,2007,Bulgaria,8546.7,65972276434.50001
Bulgaria,2008,30008.596,3.27874889549218e-09,7674912.0,230.313,2008,Bulgaria,9152.44,70244171585.28
Bulgaria,2009,26486.121,2.9742840121709513e-09,7634737.0,202.215,2009,Bulgaria,8905.06,67987791069.21999
Bulgaria,2010,27862.668,3.060043767299911e-09,7592271.0,211.541,2010,Bulgaria,9105.32,69130056981.72
Bulgaria,2011,29793.07,3.179814149504185e-09,7543128.0,224.733,2011,Bulgaria,9369.44,70674885208.32
Bulgaria,2012,28532.125,3.004861831969322e-09,7488347.0,213.658,2012,Bulgaria,9495.3,71104101269.09999
Bulgaria,2013,26659.102,2.807789484102338e-09,7431169.0,198.108,2013,Bulgaria,9494.68,70556571680.92
Bulgaria,2014,28695.912,2.976440840203007e-09,7372142.0,211.55,2014,Bulgaria,9641.0,71074821022.0
Bulgaria,2015,30739.168,3.0630922476152986e-09,7309255.0,224.68,2015,Bulgaria,10035.32,73350712886.59999
Bulgaria,2016,29411.801,2.8243810421167504e-09,7245982.0,213.117,2016,Bulgaria,10413.52,75456178476.64
Bulgaria,2017,30376.139,2.817995058523893e-09,7182430.0,218.174,2017,Bulgaria,10779.32,77421711347.59999
Bulgaria,2018,30743.955,2.757595254251509e-09,7117424.0,218.818,2018,Bulgaria,11148.84,79351021388.16
Bulgaria,2019,29996.027,2.5678400788177997e-09,7052536.0,211.548,2019,Bulgaria,11681.42,82383635081.12
Bulgaria,2020,27993.869,2.4802975839553157e-09,6979181.0,195.374,2020,Bulgaria,11286.48,78770386772.87999
Croatia,2000,21227.025,2.5849154765693684e-09,4548438.0,96.55,2000,Croatia,8211.9,37351318012.2
Croatia,2001,22525.262,2.629257904046466e-09,4506760.0,101.516,2001,Croatia,8567.16,38610134001.6
Croatia,2002,22668.963,2.4899758804066664e-09,4482874.0,101.622,2002,Croatia,9104.08,40812443525.92
Croatia,2003,23832.379,2.4421514911422302e-09,4461141.0,106.32,2003,Croatia,9758.8,43535382790.799995
Croatia,2004,24877.861,2.4129867925987094e-09,4443351.0,110.541,2004,Croatia,10309.98,45810859942.979996
Croatia,2005,24671.021,2.263352790045749e-09,4429687.0,109.285,2005,Croatia,10900.22,48284562831.14
Croatia,2006,24436.512,2.106901136641587e-09,4417562.0,107.95,2006,Croatia,11598.34,51236386047.08
Croatia,2007,24617.822,1.986900514550826e-09,4405542.0,108.455,2007,Croatia,12390.08,54585017823.36
Croatia,2008,24549.996,1.9113090956574323e-09,4393666.0,107.864,2008,Croatia,12844.539999999999,56434618683.64
Croatia,2009,24300.623,2.009775097495906e-09,4382142.0,106.489,2009,Croatia,12091.24,52985530636.08
Croatia,2010,24781.908,2.0486256970362024e-09,4368680.0,108.264,2010,Croatia,12096.82,52847135597.6
Croatia,2011,21703.076,1.7667622724963976e-09,4351838.0,94.448,2011,Croatia,12284.06,53458239102.28
Croatia,2012,20222.289,1.6800610339089567e-09,4331592.0,87.595,2012,Croatia,12036.68,52137986794.56
Croatia,2013,22296.646,1.8534420006685941e-09,4308854.0,96.073,2013,Croatia,12029.86,51834910380.44
Croatia,2014,22411.172,1.8628709602550884e-09,4283968.0,96.009,2014,Croatia,12030.48,51538191344.64
Croatia,2015,21392.176,1.7229379450580252e-09,4254821.0,91.02,2015,Croatia,12416.12,52828368114.520004
Croatia,2016,22428.08,1.7295955700890098e-09,4223748.0,94.731,2016,Croatia,12967.3,54770607440.399994
Croatia,2017,22608.02,1.668698258739059e-09,4192468.0,94.783,2017,Croatia,13548.24,56800562656.32
Croatia,2018,23593.492,1.6780072601604537e-09,4160488.0,98.16,2018,Croatia,14060.36,58497959055.68
Croatia,2019,23200.729,1.5862847587880527e-09,4129749.0,95.813,2019,Croatia,14625.8,60400882924.2
Croatia,2020,22304.447,1.6599636254092936e-09,4096872.0,91.378,2020,Croatia,13436.64,55048194190.079994
Cyprus,2000,31912.982,2.3053870977878266e-09,948238.0,30.261,2000,Cyprus,13842.74,13126212092.119999
Cyprus,2001,31725.172,2.2155444594734532e-09,964838.0,30.61,2001,Cyprus,14319.52,13816017037.76
Cyprus,2002,30732.92,2.080297622146683e-09,982202.0,30.186,2002,Cyprus,14773.36,14510423738.720001
Cyprus,2003,32076.912,2.1249629220037134e-09,1000355.0,32.088,2003,Cyprus,15095.14,15100498774.699999
Cyprus,2004,30655.473,1.950058661860996e-09,1018688.0,31.228,2004,Cyprus,15720.1,16013877228.800001
Cyprus,2005,33741.973,2.080066767485687e-09,1037070.0,34.993,2005,Cyprus,16221.68,16823017677.6
Cyprus,2006,32604.191,1.9374958089104622e-09,1055445.0,34.412,2006,Cyprus,16828.04,17761070677.8
Cyprus,2007,32579.771,1.8693922498639716e-09,1073875.0,34.987,2007,Cyprus,17428.2,18715708275.0
Cyprus,2008,32822.43,1.8421887371731708e-09,1092402.0,35.855,2008,Cyprus,17816.94,19463260889.879997
Cyprus,2009,31506.953,1.8322805249839185e-09,1110979.0,35.004,2009,Cyprus,17195.7,19104061590.3
Cyprus,2010,30146.273,1.7597891067097505e-09,1129693.0,34.056,2010,Cyprus,17130.6,19352318905.8
Cyprus,2011,29451.955,1.7418215468741303e-09,1145090.0,33.725,2011,Cyprus,16908.64,19361914577.6
Cyprus,2012,27326.793,1.6995920036823998e-09,1156556.0,31.605,2012,Cyprus,16078.46,18595639383.76
Cyprus,2013,24232.332,1.6095783062725826e-09,1166972.0,28.278,2013,Cyprus,15054.84,17568576744.48
Cyprus,2014,24039.48,1.6078296659927953e-09,1176997.0,28.294,2014,Cyprus,14951.3,17597635246.1
Cyprus,2015,24580.83,1.5806496402872566e-09,1187286.0,29.184,2015,Cyprus,15550.84,18463294620.24
Cyprus,2016,26494.055,1.605999381150622e-09,1197889.0,31.737,2016,Cyprus,16496.96,19761526917.44
Cyprus,2017,26971.416,1.5607471382991033e-09,1208527.0,32.596,2017,Cyprus,17281.26,20884869304.019997
Cyprus,2018,26633.77,1.4767102932099308e-09,1218834.0,32.462,2018,Cyprus,18035.8,21982646257.2
Cyprus,2019,26442.418,1.4082352251048133e-09,1228840.0,32.493,2019,Cyprus,18776.7,23073560028.0
Cyprus,2020,22852.852,1.2872467573855825e-09,1237540.0,28.281,2020,Cyprus,17753.079999999998,21970146623.199997
Denmark,2000,44286.535,1.8305468838435229e-09,5340662.0,236.519,2000,Denmark,24193.02,129206742579.24
Denmark,2001,44250.59,1.8102717497349911e-09,5360753.0,237.216,2001,Denmark,24444.12,131038889622.36
Denmark,2002,44017.223,1.787891657311461e-09,5378700.0,236.755,2002,Denmark,24619.579999999998,132421334945.99998
Denmark,2003,47297.211,1.907959917045425e-09,5396355.0,255.233,2003,Denmark,24789.46,133772726418.29999
Denmark,2004,44621.559,1.7477434861419244e-09,5415583.0,241.652,2004,Denmark,25530.98,138265141261.34
Denmark,2005,41866.43,1.5976927087503333e-09,5436314.0,227.599,2005,Denmark,26204.3,142454802950.19998
Denmark,2006,46091.766,1.6886244803087894e-09,5457863.0,251.563,2006,Denmark,27295.5,148975099516.5
Denmark,2007,43548.508,1.579092471530515e-09,5479722.0,238.634,2007,Denmark,27578.22,151120978854.84
Denmark,2008,41183.277,1.5012551380735244e-09,5502752.0,226.621,2008,Denmark,27432.52,150954354295.04
Denmark,2009,38827.246,1.4878731815437666e-09,5526455.0,214.577,2009,Denmark,26095.8,144217264389.0
Denmark,2010,41063.633,1.5427104861585762e-09,5550850.0,227.938,2010,Denmark,26617.84,147751637164.0
Denmark,2011,38406.094,1.4215792186623015e-09,5576016.0,214.153,2011,Denmark,27016.5,150644436264.0
Denmark,2012,35563.973,1.3183448772965986e-09,5600955.0,199.192,2012,Denmark,26976.2,151092482271.0
Denmark,2013,36936.711,1.3619120162059157e-09,5625393.0,207.784,2013,Denmark,27121.28,152567858663.04
Denmark,2014,35394.48,1.2911136780369424e-09,5650654.0,200.002,2014,Denmark,27413.92,154906576703.68
Denmark,2015,34312.848,1.231463768693948e-09,5677795.0,194.821,2015,Denmark,27863.42,158202786758.9
Denmark,2016,34666.891,1.2150275553068305e-09,5706856.0,197.839,2016,Denmark,28531.78,162826759883.68
Denmark,2017,34656.133,1.1887403231558625e-09,5737286.0,198.832,2017,Denmark,29153.64,167262770621.04
Denmark,2018,34042.258,1.1506766068465106e-09,5766689.0,196.311,2018,Denmark,29584.54,170604841388.06
Denmark,2019,33139.277,1.108032506607568e-09,5795879.0,192.071,2019,Denmark,29908.18,173344192390.22
Denmark,2020,29380.422,1.0045973095041106e-09,5825638.0,171.16,2020,Denmark,29246.02,170376725460.76
Estonia,2000,39722.039,3.811974131188908e-09,1396881.0,55.487,2000,Estonia,10420.34,14555974959.54
Estonia,2001,41673.484,3.798131551722755e-09,1388000.0,57.843,2001,Estonia,10972.14,15229330320.0
Estonia,2002,41766.359,3.623930368832774e-09,1379241.0,57.606,2002,Estonia,11525.18,15896000788.380001
Estonia,2003,45834.828,3.7389753645279865e-09,1370663.0,62.824,2003,Estonia,12258.64,16802464278.32
Estonia,2004,47047.777,3.6475398096782857e-09,1362489.0,64.102,2004,Estonia,12898.48,17574037116.72
Estonia,2005,47588.281,3.408458599089291e-09,1354665.0,64.466,2005,Estonia,13961.78,18913534703.7
Estonia,2006,47286.48,3.102984227566287e-09,1346711.0,63.681,2006,Estonia,15238.98,20522501994.78
Estonia,2007,55017.598,3.389782821058972e-09,1340576.0,73.755,2007,Estonia,16230.36,21758031087.36
Estonia,2008,50750.434,3.350753234135758e-09,1337013.0,67.854,2008,Estonia,15145.98,20250372157.739998
Estonia,2009,43997.602,3.455229441914616e-09,1334557.0,58.717,2009,Estonia,12733.56,16993661632.92
Estonia,2010,54935.602,4.27780626477114e-09,1331535.0,73.149,2010,Estonia,12842.06,17099652362.099998
Estonia,2011,54965.695,4.0302712248456675e-09,1327435.0,72.963,2011,Estonia,13638.14,18103744370.899998
Estonia,2012,55555.875,3.932871651722953e-09,1322682.0,73.483,2012,Estonia,14126.08,18684311746.56
Estonia,2013,58773.523,4.085350274744039e-09,1317985.0,77.463,2013,Estonia,14386.48,18961164842.8
Estonia,2014,56413.82,3.793953286885006e-09,1314531.0,74.158,2014,Estonia,14869.46,19546366123.26
Estonia,2015,52196.047,3.439864059617331e-09,1314658.0,68.62,2015,Estonia,15173.88,19948462733.039997
Estonia,2016,53774.246,3.442316666384609e-09,1315928.0,70.763,2016,Estonia,15621.52,20556795570.56
Estonia,2017,59568.551,3.6035880966302235e-09,1317550.0,78.485,2017,Estonia,16530.44,21779681222.0
Estonia,2018,58899.945,3.4425102466555934e-09,1322146.0,77.874,2018,Estonia,17109.52,22621283429.920002
Estonia,2019,47295.336,2.6760365292415207e-09,1327039.0,62.763,2019,Estonia,17673.72,23453715715.08
Estonia,2020,44218.281,2.523525206414109e-09,1329449.0,58.786,2020,Estonia,17522.44,23295190335.559998
Finland,2000,69377.0,3.423017892193779e-09,5176208.0,359.11,2000,Finland,20267.8,104910348502.4
Finland,2001,70719.578,3.406724192530706e-09,5188007.0,366.894,2001,Finland,20758.84,107697007231.88
Finland,2002,70908.922,3.3650866942548437e-09,5200588.0,368.768,2002,Finland,21071.94,109586478300.71999
Finland,2003,75758.367,3.530817807680538e-09,5212991.0,394.928,2003,Finland,21456.34,111851707312.94
Finland,2004,75218.672,3.3804354228126687e-09,5228143.0,393.254,2004,Finland,22251.18,116332350958.74
Finland,2005,68155.328,2.988231297417778e-09,5246070.0,357.548,2005,Finland,22807.94,119652049795.79999
Finland,2006,72824.555,3.077982395358982e-09,5266249.0,383.512,2006,Finland,23659.82,124598503415.18
Finland,2007,72265.938,2.9140186642980533e-09,5288694.0,382.192,2007,Finland,24799.38,131156332209.72
Finland,2008,69352.664,2.787422813909665e-09,5313358.0,368.496,2008,Finland,24880.6,132199535054.79999
Finland,2009,63925.77,2.8122674532156773e-09,5338813.0,341.288,2009,Finland,22731.06,121356878631.78001
Finland,2010,69228.281,2.9684605167272166e-09,5363279.0,371.291,2010,Finland,23321.3,125078638542.7
Finland,2011,64942.777,2.7255006033752653e-09,5388173.0,349.923,2011,Finland,23827.84,128388524136.32
Finland,2012,62886.449,2.6893764379493634e-09,5413865.0,340.459,2012,Finland,23383.3,126594029454.5
Finland,2013,62843.996,2.724549855510231e-09,5438873.0,341.801,2013,Finland,23065.86,125452283175.78
Finland,2014,60391.238,2.6391367084773665e-09,5461436.0,329.823,2014,Finland,22882.96,124973821530.56
Finland,2015,60022.977,2.6174374400646526e-09,5479457.0,328.893,2015,Finland,22931.94,125654579156.57999
Finland,2016,60795.297,2.5856140711834716e-09,5495217.0,334.083,2016,Finland,23512.88,129208377894.96
Finland,2017,59405.816,2.4541110893859607e-09,5508146.0,327.216,2017,Finland,24206.66,133333817452.36
Finland,2018,60528.164,2.475871261806081e-09,5515465.0,333.841,2018,Finland,24447.22,134837786257.3
Finland,2019,59219.418,2.3953628860538593e-09,5521539.0,326.982,2019,Finland,24722.5,136506247927.5
Finland,2020,56636.781,2.3500094812012615e-09,5529468.0,313.171,2020,Finland,24100.64,133263717659.52
France,2000,52966.594,2.5570182462242847e-09,58665456.0,3107.309,2000,France,20714.2,1215207988675.2
France,2001,53298.859,2.534371918194723e-09,59014776.0,3145.42,2001,France,21030.4,1241104345190.4001
France,2002,52433.27,2.4762036865212728e-09,59372784.0,3113.109,2002,France,21174.86,1257210389010.24
France,2003,52657.883,2.4767315038595144e-09,59728260.0,3145.164,2003,France,21261.04,1269884924990.4001
France,2004,52754.129,2.4245540499253787e-09,60108436.0,3170.968,2004,France,21758.28,1307856180850.0798
France,2005,52097.117,2.367308510950919e-09,60510080.0,3152.401,2005,France,22006.9,1331639279552.0
France,2006,51332.477,2.289286030121003e-09,60919152.0,3127.131,2006,France,22422.92,1365985271763.8398
