country,year,solar_elec_per_capita,wind_elec_per_capita,hydro_elec_per_capita,coal_elec_per_capita,oil_elec_per_capita,gas_elec_per_capita
Albania,2000,0.0,0.0,1429.906,0.0,43.997,0.0
Albania,2001,0.0,0.0,1116.179,0.0,41.223,0.0
Albania,2002,0.0,0.0,1114.115,0.0,51.224,0.0
Albania,2003,0.0,0.0,1655.354,0.0,32.331,0.0
Albania,2004,0.0,0.0,1766.456,0.0,42.447,0.0
Albania,2005,0.0,0.0,1754.249,0.0,23.082,0.0
Albania,2006,0.0,0.0,1648.137,0.0,29.966,0.0
Albania,2007,0.0,0.0,927.392,0.0,23.521,0.0
Albania,2008,0.0,0.0,1273.847,0.0,23.715,0.0
Albania,2009,0.0,0.0,1774.409,0.0,0.0,0.0
Albania,2010,0.0,0.0,2570.878,0.0,0.0,0.0
Albania,2011,0.0,0.0,1410.024,0.0,20.685,0.0
Albania,2012,0.0,0.0,1618.15,0.0,0.0,0.0
Albania,2013,0.0,0.0,2386.545,0.0,0.0,0.0
Albania,2014,0.0,0.0,1622.69,0.0,0.0,0.0
Albania,2015,0.0,0.0,2026.032,0.0,0.0,0.0
Albania,2016,0.0,0.0,2672.624,0.0,0.0,0.0
Albania,2017,0.0,0.0,1555.901,0.0,0.0,0.0
Albania,2018,0.0,0.0,2944.02,0.0,0.0,0.0
Albania,2019,6.959,0.0,1792.001,0.0,0.0,0.0
Albania,2020,10.464,0.0,1841.743,0.0,0.0,0.0
Armenia,2000,0.0,0.0,394.505,0.0,0.0,798.479
Armenia,2001,0.0,0.0,306.402,0.0,0.0,836.222
Armenia,2002,0.0,0.0,528.174,0.0,0.0,476.644
Armenia,2003,0.0,0.0,635.516,0.0,0.0,463.667
Armenia,2004,0.0,0.0,645.846,0.0,0.0,561.038
Armenia,2005,0.0,0.0,574.288,0.0,0.0,564.443
Armenia,2006,0.0,0.0,598.053,0.0,0.0,459.278
Armenia,2007,0.0,0.0,609.107,0.0,0.0,465.984
Armenia,2008,0.0,0.0,596.63,0.0,0.0,475.963
Armenia,2009,0.0,0.0,674.696,0.0,0.0,364.336
Armenia,2010,0.0,3.394,858.705,0.0,0.0,458.202
Armenia,2011,0.0,0.0,839.882,0.0,0.0,768.184
Armenia,2012,0.0,0.0,789.177,0.0,0.0,1094.554
Armenia,2013,0.0,0.0,741.025,0.0,0.0,1027.095
Armenia,2014,0.0,0.0,681.676,0.0,0.0,1069.227
Armenia,2015,0.0,0.0,757.313,0.0,0.0,913.639
Armenia,2016,0.0,0.0,813.025,0.0,0.0,847.919
Armenia,2017,0.0,0.0,788.94,0.0,0.0,946.728
Armenia,2018,7.051,0.0,807.315,0.0,0.0,1117.55
Armenia,2019,21.272,0.0,833.155,0.0,0.0,1013.967
Armenia,2020,49.9,0.0,634.443,0.0,0.0,1062.158
Austria,2000,0.0,8.739,5223.194,714.069,354.538,979.973
Austria,2001,1.244,12.438,5032.568,857.004,395.54,1088.358
Austria,2002,1.238,17.329,4979.58,818.171,355.242,1152.371
Austria,2003,1.232,45.566,4089.849,1039.395,396.547,1374.366
Austria,2004,2.448,113.814,4498.719,968.032,422.214,1340.07
Austria,2005,2.431,161.662,4509.523,871.517,414.487,1583.803
Austria,2006,2.419,211.665,4313.134,891.413,433.007,1290.553
Austria,2007,2.411,245.94,4466.697,795.687,390.61,1193.53
Austria,2008,3.605,241.554,4606.344,664.573,391.774,1343.567
Austria,2009,5.993,233.731,4902.35,450.681,361.983,1479.095
Austria,2010,10.762,246.328,4586.965,588.318,436.455,1715.927
Austria,2011,20.259,231.195,4080.465,647.106,414.72,1482.505
Austria,2012,40.334,291.827,5201.882,520.781,387.917,1151.888
Austria,2013,74.296,371.482,4955.456,496.489,380.917,784.24
Austria,2014,92.44,450.5,4798.699,344.018,369.761,622.509
Austria,2015,108.766,560.028,4299.721,341.34,422.335,886.326
Austria,2016,125.909,598.639,4575.063,233.503,416.643,971.786
Austria,2017,144.359,746.803,4352.375,200.057,420.574,1240.125
Austria,2018,165.149,682.087,4257.669,204.739,367.625,1122.106
Austria,2019,191.443,838.97,4598.005,168.92,382.885,1274.783
Austria,2020,229.013,762.255,4714.979,62.866,365.972,1117.001
Belarus,2000,0.0,0.0,2.925,0.0,0.0,2389.707
Belarus,2001,0.0,0.0,2.941,0.0,0.0,2306.589
Belarus,2002,0.0,0.0,2.96,0.0,0.0,2450.818
Belarus,2003,0.0,0.0,2.98,0.0,0.0,2483.637
Belarus,2004,0.0,0.0,3.0,0.0,0.0,2931.084
Belarus,2005,0.0,0.0,4.026,0.0,0.0,2925.97
Belarus,2006,0.0,0.0,4.051,0.0,0.0,3016.801
Belarus,2007,0.0,0.0,4.071,0.0,0.0,3033.791
Belarus,2008,0.0,0.0,4.087,0.0,0.0,3350.079
Belarus,2009,0.0,0.0,4.099,0.0,0.0,2908.469
Belarus,2010,0.0,0.0,5.138,0.0,0.0,3358.192
Belarus,2011,0.0,0.0,4.121,0.0,0.0,3102.921
Belarus,2012,0.0,1.032,7.221,0.0,0.0,2968.922
Belarus,2013,0.0,1.032,14.446,0.0,0.0,3024.411
Belarus,2014,0.0,1.032,12.379,0.0,0.0,3338.237
Belarus,2015,1.031,3.093,11.339,0.0,0.0,3270.929
Belarus,2016,3.09,8.241,14.421,0.0,0.0,3208.657
Belarus,2017,9.271,10.301,41.204,0.0,0.0,3266.421
Belarus,2018,18.565,10.314,33.005,0.0,0.0,3697.564
Belarus,2019,18.607,18.607,35.146,0.0,0.0,3797.82
Belarus,2020,18.684,19.722,40.483,0.0,0.0,3590.504
Belgium,2000,0.0,1.948,44.815,1258.725,455.947,1556.845
Belgium,2001,0.0,3.88,42.68,964.183,531.562,1530.664
Belgium,2002,0.0,5.794,34.764,968.561,438.411,1725.642
Belgium,2003,0.0,8.652,24.033,926.696,359.527,2077.375
Belgium,2004,0.0,13.389,30.604,875.082,470.536,1916.573
Belgium,2005,0.0,21.869,27.574,779.692,445.946,2044.313
Belgium,2006,0.0,34.962,34.017,647.266,436.55,2077.867
Belgium,2007,0.939,45.993,36.607,607.301,348.236,2314.689
Belgium,2008,3.729,59.664,38.222,517.4,294.591,2247.658
Belgium,2009,15.739,92.581,30.552,479.569,237.933,2707.993
Belgium,2010,51.48,118.589,28.498,386.102,307.962,2835.094
Belgium,2011,106.793,210.848,18.255,317.642,327.682,2322.07
Belgium,2012,194.903,250.201,32.635,307.312,331.788,2136.678
Belgium,2013,237.768,329.633,34.224,271.092,320.627,1873.324
Belgium,2014,258.573,413.359,25.947,186.996,322.098,1730.381
Belgium,2015,272.041,495.186,28.449,184.028,309.38,1957.628
Belgium,2016,273.928,478.932,32.695,34.462,328.714,1951.075
Belgium,2017,290.746,572.709,23.716,7.905,332.909,2022.049
Belgium,2018,340.653,661.216,25.331,7.861,320.563,2095.453
Belgium,2019,369.226,847.916,26.063,7.819,320.575,2218.831
Belgium,2020,441.976,1108.832,23.353,6.919,271.586,2316.265
Bulgaria,2000,0.0,0.0,324.784,2091.954,116.082,235.87
Bulgaria,2001,0.0,0.0,205.355,2426.924,104.544,237.714
Bulgaria,2002,0.0,0.0,265.837,2154.285,129.157,193.108
Bulgaria,2003,0.0,0.0,377.633,2429.985,128.825,222.286
Bulgaria,2004,0.0,0.0,399.221,2402.955,133.498,189.439
Bulgaria,2005,0.0,0.0,550.208,2362.057,101.085,221.363
Bulgaria,2006,0.0,2.575,542.104,2458.138,65.671,278.134
Bulgaria,2007,0.0,6.477,366.626,2898.031,86.798,303.147
Bulgaria,2008,0.0,15.635,363.522,3020.23,41.694,307.495
Bulgaria,2009,0.0,31.435,449.262,2763.684,43.223,256.721
Bulgaria,2010,1.317,89.565,662.516,2978.029,51.368,259.474
Bulgaria,2011,13.257,114.011,380.479,3649.68,18.56,275.748
Bulgaria,2012,104.162,162.92,424.66,3054.079,29.379,315.156
Bulgaria,2013,187.05,184.359,543.656,2609.28,30.951,314.89
Bulgaria,2014,170.914,180.409,623.971,2890.612,28.486,290.282
Bulgaria,2015,188.802,198.379,772.993,3082.394,24.626,254.472
Bulgaria,2016,191.83,195.971,535.469,2673.206,44.162,282.915
Bulgaria,2017,194.92,208.843,394.017,2912.663,55.691,268.711
Bulgaria,2018,188.27,185.46,723.576,2621.735,49.175,283.811
Bulgaria,2019,201.346,187.167,415.453,2438.839,56.717,304.855
Bulgaria,2020,210.626,212.059,404.059,1935.757,45.851,328.119
Croatia,2000,0.0,0.0,1418.069,340.776,371.556,345.173
Croatia,2001,0.0,0.0,1593.162,363.898,470.404,406.057
Croatia,2002,0.0,0.0,1304.966,470.68,495.218,564.37
Croatia,2003,0.0,0.0,1223.902,537.979,732.996,461.765
Croatia,2004,0.0,0.0,1717.172,481.619,373.592,553.636
Croatia,2005,0.0,2.257,1589.277,525.997,417.637,410.864
Croatia,2006,0.0,4.527,1498.564,509.331,443.684,466.321
Croatia,2007,0.0,6.81,1066.838,549.308,524.34,696.85
Croatia,2008,0.0,9.104,1315.53,566.725,452.925,559.897
Croatia,2009,0.0,11.41,1690.954,376.528,458.68,504.32
Croatia,2010,0.0,32.046,2089.876,544.787,128.185,583.7
Croatia,2011,0.0,45.958,1155.833,592.853,172.341,602.044
Croatia,2012,0.0,76.184,1117.372,517.131,133.9,579.464
Croatia,2013,2.321,120.682,2000.532,561.634,53.378,468.802
Croatia,2014,9.337,170.403,2103.19,553.225,30.346,233.428
Croatia,2015,14.102,188.022,1501.826,542.914,51.706,282.033
Croatia,2016,16.573,239.124,1621.782,615.567,16.573,376.443
Croatia,2017,19.082,286.228,1266.557,326.776,50.09,737.036
Croatia,2018,16.825,322.078,1850.744,348.517,16.825,540.802
Croatia,2019,19.372,355.954,1411.708,397.119,9.686,636.843
Croatia,2020,24.409,419.832,1381.542,297.788,7.323,839.665
Cyprus,2000,0.0,0.0,0.0,0.0,3553.96,0.0
Cyprus,2001,0.0,0.0,0.0,0.0,3679.374,0.0
Cyprus,2002,0.0,0.0,0.0,0.0,3858.677,0.0
Cyprus,2003,0.0,0.0,0.0,0.0,4048.563,0.0
Cyprus,2004,0.0,0.0,0.0,0.0,4122.95,0.0
Cyprus,2005,0.0,0.0,0.0,0.0,4223.438,0.0
Cyprus,2006,0.0,0.0,0.0,0.0,4405.725,0.0
Cyprus,2007,0.0,0.0,0.0,0.0,4534.979,0.0
Cyprus,2008,0.0,0.0,0.0,0.0,4631.994,0.0
Cyprus,2009,0.0,0.0,0.0,0.0,4662.554,0.0
Cyprus,2010,8.852,26.556,0.0,0.0,4647.28,0.0
Cyprus,2011,8.733,96.062,0.0,0.0,4148.146,0.0
Cyprus,2012,17.293,164.281,0.0,0.0,3856.277,0.0
Cyprus,2013,42.846,197.091,0.0,0.0,3393.398,0.0
Cyprus,2014,67.97,152.932,0.0,0.0,3423.968,0.0
Cyprus,2015,109.493,185.297,0.0,0.0,3486.944,0.0
Cyprus,2016,125.22,192.004,0.0,0.0,3723.217,0.0
Cyprus,2017,140.667,173.765,0.0,0.0,3781.463,0.0
Cyprus,2018,164.091,180.5,0.0,0.0,3757.689,0.0
Cyprus,2019,179.031,195.306,0.0,0.0,3767.781,0.0
Cyprus,2020,242.416,193.933,0.0,0.0,3434.232,0.0
Denmark,2000,0.0,793.909,5.617,3121.336,934.341,1642.119
Denmark,2001,0.0,803.992,5.596,3324.16,891.666,1729.235
Denmark,2002,0.0,907.282,5.578,3394.873,862.662,1782.959
Denmark,2003,0.0,1030.325,3.706,4690.203,559.637,1808.628
Denmark,2004,0.0,1215.012,5.54,3447.459,422.854,1835.444
Denmark,2005,0.0,1215.897,3.679,2843.839,402.846,1615.065
Denmark,2006,0.0,1119.486,3.664,4501.762,447.061,1722.286
Denmark,2007,0.0,1308.461,5.475,3629.746,379.581,1284.737
Denmark,2008,0.0,1259.37,5.452,3172.958,359.82,1286.629
Denmark,2009,0.0,1215.969,3.619,3200.967,354.658,1206.922
Denmark,2010,1.802,1406.992,3.603,3064.396,273.832,1425.007
Denmark,2011,1.793,1752.147,3.587,2507.166,220.588,1047.343
Denmark,2012,17.854,1833.616,3.571,1881.822,201.751,748.087
Denmark,2013,92.438,1976.751,1.778,2540.267,190.209,607.958
Denmark,2014,106.182,2314.776,3.539,1957.296,184.049,371.638
Denmark,2015,105.675,2488.642,3.522,1252.247,188.453,320.547
Denmark,2016,129.669,2239.412,3.505,1554.271,180.485,396.015
Denmark,2017,130.724,2576.131,3.486,1082.393,174.298,352.083
Denmark,2018,164.739,2410.395,1.734,1139.302,168.207,358.958
Denmark,2019,165.635,2786.462,3.451,571.095,177.712,362.326
Denmark,2020,202.553,2803.126,3.433,525.264,178.521,202.553
Estonia,2000,0.0,0.0,0.0,0.0,5655.457,429.528
Estonia,2001,0.0,0.0,7.205,0.0,5670.029,432.277
Estonia,2002,0.0,0.0,7.25,0.0,5778.541,384.269
Estonia,2003,0.0,7.296,7.296,0.0,7011.205,364.787
Estonia,2004,0.0,7.34,14.679,0.0,7163.36,359.636
Estonia,2005,0.0,36.909,14.764,0.0,7049.713,398.623
Estonia,2006,0.0,59.404,7.425,0.0,6727.502,400.977
Estonia,2007,0.0,67.135,14.919,0.0,8727.592,253.622
Estonia,2008,0.0,97.232,22.438,0.0,7449.442,314.133
Estonia,2009,0.0,149.862,22.479,0.0,6091.909,82.424
Estonia,2010,0.0,210.284,22.53,0.0,8726.771,225.304
Estonia,2011,0.0,278.733,22.6,0.0,8633.19,188.333
Estonia,2012,0.0,325.097,30.242,0.0,7832.57,98.285
Estonia,2013,0.0,402.129,22.762,7.587,9066.871,68.286
Estonia,2014,0.0,456.437,22.822,7.607,8352.789,53.251
Estonia,2015,0.0,540.064,22.82,0.0,6488.379,45.639
Estonia,2016,7.599,448.353,30.397,0.0,7986.759,53.194
Estonia,2017,7.59,546.469,22.77,15.18,8515.807,45.539
Estonia,2018,22.69,484.062,7.563,0.0,7805.492,45.381
Estonia,2019,52.749,519.955,15.071,0.0,4091.816,30.142
Estonia,2020,188.048,631.841,22.566,0.0,2316.749,22.566
Finland,2000,0.0,15.455,2832.189,1640.197,1025.848,1957.031
Finland,2001,0.0,13.493,2544.33,2045.101,1480.337,2253.274
Finland,2002,0.0,11.537,2072.842,2443.954,1588.282,2236.286
Finland,2003,0.0,17.265,1839.635,3692.698,1762.903,2656.824
Finland,2004,0.0,22.953,2882.477,3155.996,1530.18,2438.724
Finland,2005,0.0,32.405,2626.728,1239.023,1118.933,2140.65
Finland,2006,0.0,30.382,2181.819,3100.879,1524.804,2339.426
Finland,2007,0.0,35.926,2681.191,2626.357,1650.691,1996.712
Finland,2008,0.0,48.933,3220.186,1599.742,1264.737,2075.9
Finland,2009,0.0,52.446,2376.933,2084.733,1048.922,1839.36
Finland,2010,0.0,54.071,2408.974,2711.028,1409.585,2099.462
Finland,2011,1.856,89.084,2310.616,1815.086,1226.761,1753.841
Finland,2012,1.847,90.508,3114.226,1311.448,869.988,1243.104
Finland,2013,1.839,141.573,2360.783,1965.481,783.251,1248.42
Finland,2014,1.831,203.243,2453.567,1450.168,825.79,1010.723
Finland,2015,1.825,425.225,3060.522,934.399,777.449,948.999
Finland,2016,3.64,558.668,2875.228,1268.376,757.022,680.592
Finland,2017,9.077,871.437,2681.483,1063.879,728.013,599.113
Finland,2018,16.318,1058.841,2411.401,1049.776,917.42,761.495
