country,iso_code,year,population,gdp,greenhouse_gas_emissions,primary_energy_consumption,energy_per_gdp,GDP_per_capita
Norway,NOR,2016,5236591.0,270166517067.46,5.11,556.1,2.058360177405489e-09,51592.06
Norway,NOR,2017,5277396.0,276813246977.52,5.13,558.883,2.018989358718757e-09,52452.62
Norway,NOR,2018,5312321.0,279102970554.8,5.05,550.134,1.9710789853165857e-09,52538.8
Norway,NOR,2019,5348285.0,282235952220.5,4.63,515.535,1.8266099550536088e-09,52771.3
Norway,NOR,2020,5379836.0,278657536147.76,4.79,558.905,2.0057056691394733e-09,51796.659999999996
Poland,POL,2000,38504432.0,303947825498.88,114.81,1017.525,3.347696264416109e-09,7893.84
Poland,POL,2001,38662860.0,312054129117.6,114.74,1010.456,3.2380792488062285e-09,8071.16
Poland,POL,2002,38647476.0,321466613569.92,113.45,999.579,3.1094333215495438e-09,8317.92
Poland,POL,2003,38621536.0,336096965163.51996,119.96,1034.207,3.077109010778575e-09,8702.32
Poland,POL,2004,38596040.0,356693794788.8,120.88,1041.219,2.9190835815254667e-09,9241.72
Poland,POL,2005,38575912.0,372651796620.63995,122.18,1064.345,2.856138115130315e-09,9660.22
Poland,POL,2006,38547180.0,399380393487.6,126.5,1116.981,2.796784765135648e-09,10360.82
Poland,POL,2007,38521868.0,431504245276.72,124.16,1113.815,2.5812376406302098e-09,11201.539999999999
Poland,POL,2008,38522884.0,454086183776.96,120.19,1133.312,2.4958081538033865e-09,11787.44
Poland,POL,2009,38555288.0,471344564646.08,115.95,1093.617,2.3202070884622752e-09,12225.16
Poland,POL,2010,38597356.0,493180804078.48,119.2,1166.175,2.3645993322449475e-09,12777.58
Poland,POL,2011,38620848.0,522885343821.12,122.31,1172.93,2.2431877539892598e-09,13538.94
Poland,POL,2012,38625872.0,530928060988.8,118.58,1139.241,2.145753980074586e-09,13745.4
Poland,POL,2013,38607352.0,535652300294.72003,120.32,1141.949,2.131884805445045e-09,13874.36
Poland,POL,2014,38581880.0,556109958668.8,113.83,1100.944,1.979723583147851e-09,14413.76
Poland,POL,2015,38553148.0,580483183491.6,115.86,1112.315,1.916188154339696e-09,15056.7
Poland,POL,2016,38532108.0,597749362046.16,116.32,1160.688,1.941763678386608e-09,15513.02
Poland,POL,2017,38532816.0,628555001155.2001,117.41,1205.901,1.918529003482138e-09,16312.2
Poland,POL,2018,38521464.0,665890501426.0801,118.24,1219.635,1.8315849188237603e-09,17286.22
Poland,POL,2019,38493600.0,695503904544.0,109.39,1184.748,1.7034383161037291e-09,18068.04
Poland,POL,2020,38428368.0,680863832848.3201,101.72,1134.18,1.6657956338424981e-09,17717.74
Portugal,PRT,2000,10300632.0,149262750084.47998,22.18,293.322,1.9651386553844487e-09,14490.64
Portugal,PRT,2001,10371815.0,152731406400.30002,22.07,297.665,1.9489442742368103e-09,14725.62
Portugal,PRT,2002,10430913.0,154539400169.76,25.6,295.414,1.9115772396909176e-09,14815.52
Portugal,PRT,2003,10473345.0,153752475004.2,21.0,303.365,1.9730739293251253e-09,14680.36
Portugal,PRT,2004,10501523.0,157193727269.18,22.69,297.524,1.892721835461775e-09,14968.66
Portugal,PRT,2005,10523314.0,159053156189.04,26.04,296.958,1.8670361979303038e-09,15114.36
Portugal,PRT,2006,10543946.0,162182548914.68,22.89,294.788,1.817630823863055e-09,15381.58
Portugal,PRT,2007,10565547.0,166890633369.78,20.93,297.068,1.7800160140910106e-09,15795.74
Portugal,PRT,2008,10580963.0,167882002962.46,20.4,286.748,1.708032993054768e-09,15866.42
Portugal,PRT,2009,10591341.0,163522255620.84,21.08,289.227,1.768731717293775e-09,15439.24
Portugal,PRT,2010,10588401.0,167159721891.06,16.57,305.088,1.8251286646601957e-09,15787.06
Portugal,PRT,2011,10564820.0,164625885057.19998,18.56,291.036,1.7678629329699779e-09,15582.46
Portugal,PRT,2012,10522085.0,157945123959.69998,18.62,265.779,1.6827300098723785e-09,15010.82
Portugal,PRT,2013,10464537.0,156490872112.8,15.83,291.794,1.8646071560625744e-09,14954.4
Portugal,PRT,2014,10408379.0,157728991701.16,15.52,297.681,1.887294128932232e-09,15154.039999999999
Portugal,PRT,2015,10365436.0,160561432874.88,19.48,291.228,1.8138104200087948e-09,15490.08
Portugal,PRT,2016,10332751.0,163802828397.78,18.93,311.496,1.9016521451238975e-09,15852.78
Portugal,PRT,2017,10307528.0,169544405060.8,23.45,301.878,1.7805246943521616e-09,16448.6
Portugal,PRT,2018,10289833.0,174357104251.8,19.7,307.598,1.7641839219569655e-09,16944.6
Portugal,PRT,2019,10289921.0,178990294617.12003,15.26,292.939,1.636619463790642e-09,17394.72
Portugal,PRT,2020,10298186.0,164091295724.0,12.98,265.509,1.6180565753261137e-09,15934.0
Romania,ROU,2000,21919882.0,96355417295.6,22.72,420.332,4.362307919963667e-09,4395.8
Romania,ROU,2001,21797588.0,106224005841.59999,24.32,425.105,4.001967320211136e-09,4873.2
Romania,ROU,2002,21653530.0,116450085916.40001,24.02,441.307,3.789666589999908e-09,5377.88
Romania,ROU,2003,21481322.0,124780273607.15999,26.81,441.245,3.5361759294514084e-09,5808.78
Romania,ROU,2004,21289292.0,139002471112.24,24.95,457.324,3.2900422297581007e-09,6529.22
Romania,ROU,2005,21092264.0,147955482435.52002,24.72,458.296,3.0975263130227596e-09,7014.68
Romania,ROU,2006,20909406.0,166235214145.56,28.14,467.623,2.813020107704357e-09,7950.26
Romania,ROU,2007,20744226.0,185448816710.28,27.63,451.192,2.4329731944576437e-09,8939.78
Romania,ROU,2008,20597516.0,208758708312.24,27.1,452.447,2.1673203654971647e-09,10135.14
Romania,ROU,2009,20466318.0,201325532860.56,22.82,395.305,1.9635115048908977e-09,9836.92
Romania,ROU,2010,20335212.0,206478455492.88,21.7,398.933,1.932080511972623e-09,10153.74
Romania,ROU,2011,20220286.0,215303178893.68,25.53,408.675,1.8981373247712703e-09,10647.88
Romania,ROU,2012,20137112.0,219498950964.63998,24.09,392.96,1.7902591254903244e-09,10900.22
Romania,ROU,2013,20066550.0,220098348351.0,19.47,366.62,1.665709909895988e-09,10968.42
Romania,ROU,2014,19995836.0,229191072481.84,19.76,380.507,1.660217371818222e-09,11461.94
Romania,ROU,2015,19906078.0,236492965314.32,20.71,382.464,1.6172320368670232e-09,11880.44
Romania,ROU,2016,19797820.0,243357179178.40002,19.16,382.57,1.5720514237204647e-09,12292.12
Romania,ROU,2017,19698852.0,280954482672.95996,20.26,388.997,1.38455523577748e-09,14262.48
Romania,ROU,2018,19606778.0,291748856640.0,19.28,396.421,1.3587748194302572e-09,14880.0
Romania,ROU,2019,19524212.0,281659406185.92,16.84,387.342,1.3752141469201288e-09,14426.16
Romania,ROU,2020,19442040.0,298940807040.0,13.62,369.376,1.2356158520391475e-09,15376.0
Russia,RUS,2000,146844848.0,960785282185.2799,334.65,7214.09,7.50853508454225e-09,6542.86
Russia,RUS,2001,146235520.0,1032776661158.4,330.73,7328.268,7.095694815353735e-09,7062.42
Russia,RUS,2002,145590144.0,1106569536683.52,333.68,7298.46,6.59557285651843e-09,7600.58
Russia,RUS,2003,144946720.0,1215091252694.4001,344.32,7448.467,6.129965122770344e-09,8383.02
Russia,RUS,2004,144353648.0,1331838514250.5598,341.05,7514.088,5.641891204977099e-09,9226.22
Russia,RUS,2005,143800048.0,1448161391391.68,351.04,7503.902,5.181675222530803e-09,10070.66
Russia,RUS,2006,143338672.0,1600370539333.1199,372.01,7836.936,4.8969509294176826e-09,11164.96
Russia,RUS,2007,143117680.0,1776256425308.8,373.5,7878.334,4.435358480761223e-09,12411.16
Russia,RUS,2008,143086544.0,1912932591928.64,397.24,7914.625,4.137430160056182e-09,13369.06
Russia,RUS,2009,143163648.0,1805053086351.3599,360.48,7522.19,4.167295719376853e-09,12608.32
Russia,RUS,2010,143242592.0,1930471817828.48,381.26,7814.577,4.048014028399722e-09,13476.94
Russia,RUS,2011,143364544.0,2055933579686.4001,391.19,8080.629,3.930393997082615e-09,14340.6
Russia,RUS,2012,143629360.0,2138985880864.0,398.25,8128.429,3.8001321433298505e-09,14892.4
Russia,RUS,2013,143956864.0,2176886906035.2,382.42,8032.607,3.68995145210824e-09,15121.8
Russia,RUS,2014,144285072.0,2159038531886.4001,382.64,8057.55,3.732008429214989e-09,14963.7
Russia,RUS,2015,144668384.0,2117505349872.64,380.56,7930.555,3.745234929619891e-09,14636.96
Russia,RUS,2016,145109152.0,2124136788806.4001,387.65,8092.628,3.809843152590671e-09,14638.2
Russia,RUS,2017,145452544.0,2165596382801.92,386.24,8141.66,3.7595463608348166e-09,14888.68
Russia,RUS,2018,145652288.0,2229616094246.4,393.57,8441.753,3.786191273818049e-09,15307.8
Russia,RUS,2019,145742288.0,2281053357328.64,396.19,8378.17,3.672939071364706e-09,15651.28
Russia,RUS,2020,145617328.0,2223212555240.0,364.38,8075.289,3.632261333252617e-09,15267.5
Serbia,SRB,2000,7935023.0,29813468415.6,18.22,,,3757.2
Serbia,SRB,2001,7917792.0,32119790094.719997,18.64,,,4056.66
Serbia,SRB,2002,7904272.0,35069041667.840004,19.17,,,4436.72
Serbia,SRB,2003,7887466.0,37351568490.96001,20.92,,,4735.56
Serbia,SRB,2004,7863399.0,41498616418.56,21.8,,,5277.44
Serbia,SRB,2005,7830944.0,44657994205.44,20.13,,,5702.76
Serbia,SRB,2006,7794792.0,47854098838.08,21.1,205.23,4.288660845843528e-09,6139.24
Serbia,SRB,2007,7758181.0,51799667737.18,21.77,204.417,3.9462994441811175e-09,6676.78
Serbia,SRB,2008,7722801.0,55781791623.0,22.43,203.662,3.6510480225598543e-09,7223.0
Serbia,SRB,2009,7688037.0,55182730696.38,22.46,194.435,3.5234755066725067e-09,7177.74
Serbia,SRB,2010,7653749.0,56773060882.32,21.1,200.621,3.533735840240322e-09,7417.68
Serbia,SRB,2011,7620925.0,58887344730.49999,24.1,202.774,3.4434223673694636e-09,7727.0599999999995
Serbia,SRB,2012,7591357.0,58541204986.92,22.1,190.979,3.2623004607211437e-09,7711.5599999999995
Serbia,SRB,2013,7566674.0,60330605136.799995,23.93,190.347,3.1550653199712995e-09,7973.2
Serbia,SRB,2014,7543965.0,59485371059.4,18.56,169.549,2.8502638040316556e-09,7885.16
Serbia,SRB,2015,7519501.0,60672447328.68,22.69,187.723,3.0940403472279737e-09,8068.68
Serbia,SRB,2016,7493288.0,62807091492.64001,22.89,192.316,3.0620109199378604e-09,8381.78
Serbia,SRB,2017,7464882.0,64225903858.68,22.31,196.767,3.0636703912016233e-09,8603.74
Serbia,SRB,2018,7433825.0,67198804470.0,21.2,196.858,2.9294866412078002e-09,9039.6
Serbia,SRB,2019,7401056.0,70174296632.95999,21.65,196.889,2.805713907327198e-09,9481.66
Serbia,SRB,2020,7358010.0,69597356347.2,22.26,192.868,2.7711972138401396e-09,9458.72
Slovakia,SVK,2000,5376700.0,46353068370.0,7.06,218.247,4.708361445630876e-09,8621.1
Slovakia,SVK,2001,5376457.0,47874338769.08,7.24,224.558,4.690571311765719e-09,8904.44
Slovakia,SVK,2002,5375206.0,49939426384.200005,6.63,226.427,4.534032855284011e-09,9290.7
Slovakia,SVK,2003,5374381.0,52557469138.06,7.19,219.883,4.183667965868044e-09,9779.26
Slovakia,SVK,2004,5374932.0,55222158866.64,6.98,215.043,3.894143300687012e-09,10274.02
Slovakia,SVK,2005,5376251.0,58832314693.0,6.79,226.267,3.8459646060283554e-09,10943.0
Slovakia,SVK,2006,5377239.0,63673930349.81999,6.53,220.178,3.4578986846007134e-09,11841.38
Slovakia,SVK,2007,5378381.0,70393326204.2,5.93,206.629,2.935349288661281e-09,13088.2
Slovakia,SVK,2008,5381641.0,74179678481.44,5.87,212.209,2.860743054488911e-09,13783.84
Slovakia,SVK,2009,5388934.0,70006887143.24,5.27,192.318,2.7471297160592377e-09,12990.86
Slovakia,SVK,2010,5396428.0,73409876583.76,5.24,205.5,2.7993508443720973e-09,13603.42
Slovakia,SVK,2011,5402686.0,75310525389.56,5.7,197.691,2.6250115634886426e-09,13939.46
Slovakia,SVK,2012,5409283.0,76281167937.7,5.44,189.893,2.4893824404352137e-09,14101.9
Slovakia,SVK,2013,5414744.0,76747606802.08,4.87,194.587,2.535414563503058e-09,14173.82
Slovakia,SVK,2014,5419572.0,78805237711.92,4.36,181.12,2.2983243913570985e-09,14540.86
Slovakia,SVK,2015,5424449.0,82895127750.24,4.41,182.99,2.207488002809311e-09,15281.76
Slovakia,SVK,2016,5431205.0,84480004044.8,4.42,184.744,2.1868370165090156e-09,15554.56
Slovakia,SVK,2017,5439418.0,86971833497.24,4.67,194.595,2.2374485183892936e-09,15989.18
Slovakia,SVK,2018,5446746.0,90472738693.31999,4.79,191.296,2.114404877788056e-09,16610.42
Slovakia,SVK,2019,5453932.0,92749458513.36,4.72,184.849,1.9929927674281097e-09,17005.98
Slovakia,SVK,2020,5456681.0,89545008278.96,4.54,181.125,2.0227258166724423e-09,16410.16
Slovenia,SVN,2000,1984339.0,26452469160.18,4.13,78.626,2.9723501244397626e-09,13330.62
Slovenia,SVN,2001,1982489.0,27049753962.260002,4.44,82.193,3.038585863467602e-09,13644.34
Slovenia,SVN,2002,1983769.0,27950313325.5,4.71,81.775,2.925727488192197e-09,14089.5
Slovenia,SVN,2003,1989413.0,28686022447.420002,4.57,80.213,2.7962398811834677e-09,14419.34
Slovenia,SVN,2004,1996731.0,29898291236.22,4.68,85.18,2.8489922493232492e-09,14973.62
Slovenia,SVN,2005,2004780.0,31033072201.199997,4.71,85.187,2.7450392100304513e-09,15479.539999999999
Slovenia,SVN,2006,2013577.0,32687321686.42,4.86,85.954,2.629582222262943e-09,16233.46
Slovenia,SVN,2007,2023230.0,34913787565.799995,4.91,85.467,2.4479440919701217e-09,17256.46
Slovenia,SVN,2008,2034037.0,35908645113.560005,4.87,93.642,2.607784273226127e-09,17653.88
Slovenia,SVN,2009,2045578.0,32855501074.16,4.74,86.507,2.6329533007194196e-09,16061.72
Slovenia,SVN,2010,2057294.0,33164854802.28,4.85,86.66,2.6130070677723077e-09,16120.619999999999
Slovenia,SVN,2011,2065457.0,33300289173.36,4.82,84.135,2.526554636267466e-09,16122.48
Slovenia,SVN,2012,2069365.0,32420286194.7,4.71,81.758,2.5218161094878186e-09,15666.78
Slovenia,SVN,2013,2072374.0,32089675203.0,4.49,80.883,2.5205303415610268e-09,15484.5
Slovenia,SVN,2014,2074923.0,32983349494.14,3.6,82.972,2.5155722894286782e-09,15896.18
Slovenia,SVN,2015,2080865.0,33783509151.8,4.03,74.827,2.2148972051357545e-09,16235.32
Slovenia,SVN,2016,2090020.0,34993413862.0,4.58,79.978,2.2855157920687926e-09,16743.1
Slovenia,SVN,2017,2098396.0,36804145155.28,4.44,80.839,2.196464546559443e-09,17539.18
Slovenia,SVN,2018,2105931.0,38466556578.42,4.29,82.48,2.1442002439665175e-09,18265.82
Slovenia,SVN,2019,2112905.0,39600023251.9,4.19,80.092,2.0225240649614314e-09,18741.98
Slovenia,SVN,2020,2117648.0,37724755590.08,4.15,77.385,2.0513055363663896e-09,17814.46
Spain,ESP,2000,40741652.0,681888955358.8,94.03,1527.637,2.2403017206755894e-09,16736.9
Spain,ESP,2001,40966448.0,715089013735.04,89.75,1597.853,2.2344812594087037e-09,17455.48
Spain,ESP,2002,41477652.0,739416295332.72,105.52,1615.075,2.1842567038277864e-09,17826.86
Spain,ESP,2003,42230268.0,769040207651.52,101.04,1706.87,2.2194808321042226e-09,18210.64
Spain,ESP,2004,42959672.0,801393778904.3201,112.24,1769.33,2.207815990809237e-09,18654.56
Spain,ESP,2005,43685372.0,836545167747.04,124.12,1781.447,2.129528767463618e-09,19149.32
Spain,ESP,2006,44422824.0,878787408128.16,119.33,1807.2,2.056470066917985e-09,19782.34
Spain,ESP,2007,45245784.0,918294858328.8,122.83,1846.826,2.011147055054875e-09,20295.7
Spain,ESP,2008,45966544.0,936029606104.32,115.66,1795.815,1.9185450847799973e-09,20363.28
Spain,ESP,2009,46367772.0,910449750328.8,99.74,1664.806,1.8285534148356585e-09,19635.4
Spain,ESP,2010,46572776.0,917824599920.32,83.52,1709.882,1.862972511467269e-09,19707.32
Spain,ESP,2011,46729232.0,915519113344.0,93.0,1677.629,1.8324347089514474e-09,19592.0
Spain,ESP,2012,46756084.0,888360920391.6001,96.44,1668.326,1.8779822048729723e-09,18999.9
Spain,ESP,2013,46603460.0,876272741480.4,76.16,1584.891,1.8086731732889925e-09,18802.74
Spain,ESP,2014,46464548.0,888496945437.92,74.58,1555.551,1.7507668518019542e-09,19122.04
Spain,ESP,2015,46431344.0,922838748656.96,85.27,1574.962,1.7066491868618414e-09,19875.34
Spain,ESP,2016,46473320.0,950930567575.2001,72.9,1589.974,1.6720190245375238e-09,20461.86
Spain,ESP,2017,46584168.0,979799215443.8401,84.59,1608.111,1.641265857996774e-09,21032.88
Spain,ESP,2018,46792044.0,1002448418793.12,74.88,1637.08,1.633081532485166e-09,21423.48
Spain,ESP,2019,47131372.0,1021494250022.48,65.96,1591.384,1.5578981477036982e-09,21673.34
Spain,ESP,2020,47363808.0,905487072201.6,51.82,1439.447,1.5896935960666237e-09,19117.7
Sweden,SWE,2000,8871042.0,188118074706.12,6.97,639.47,3.399301215467927e-09,21205.86
Sweden,SWE,2001,8896748.0,191222609007.92,8.11,685.889,3.586861425845267e-09,21493.54
Sweden,SWE,2002,8926011.0,196848890987.40002,8.75,642.011,3.261440777134447e-09,22053.4
Sweden,SWE,2003,8961506.0,202443288221.91998,9.8,615.181,3.038781899875256e-09,22590.32
Sweden,SWE,2004,9004263.0,212229758568.96,8.21,662.642,3.1222859813256924e-09,23569.92
Sweden,SWE,2005,9051739.0,220324577268.62,7.63,679.983,3.0862784734676414e-09,24340.579999999998
Sweden,SWE,2006,9104724.0,231396924648.96002,7.85,639.75,2.7647299157952543e-09,25415.04
Sweden,SWE,2007,9164274.0,240910434912.0,7.67,649.478,2.695931374816711e-09,26288.0
Sweden,SWE,2008,9229282.0,241417712699.6,7.98,640.233,2.651971940421175e-09,26157.8
Sweden,SWE,2009,9301413.0,231344000022.96,7.84,586.75,2.536266339052525e-09,24871.92
Sweden,SWE,2010,9381722.0,247993624831.4,10.61,623.752,2.5151936886444627e-09,26433.7
Sweden,SWE,2011,9467384.0,246994391828.32,8.79,614.717,2.488789301852956e-09,26088.98
Sweden,SWE,2012,9555984.0,246011736651.84,8.26,652.446,2.652092980926974e-09,25744.26
Sweden,SWE,2013,9648935.0,249236236581.4,7.63,611.276,2.452596814911216e-09,25830.44
Sweden,SWE,2014,9747507.0,255922160935.97998,6.9,608.458,2.3775119660395815e-09,26255.14
Sweden,SWE,2015,9849344.0,267358866984.96,7.31,629.151,2.353207907764631e-09,27144.84
Sweden,SWE,2016,9953322.0,272335032972.84,7.51,617.913,2.26894422379226e-09,27361.22
Sweden,SWE,2017,10058191.0,278490790080.36,7.72,637.866,2.2904384012697166e-09,27687.96
Sweden,SWE,2018,10162300.0,283547071878.0,7.78,624.849,2.20368701345239e-09,27901.86
Sweden,SWE,2019,10267922.0,289237916251.76,7.92,649.79,2.24655884823346e-09,28169.079999999998
Sweden,SWE,2020,10368968.0,283688328340.48,6.94,615.87,2.170938803167252e-09,27359.36
Switzerland,CHE,2000,7182052.0,192591177252.24,2.98,364.336,1.8917585176958695e-09,26815.62
Switzerland,CHE,2001,7224413.0,198869161927.94,3.16,389.127,1.956698546057129e-09,27527.38
Switzerland,CHE,2002,7276479.0,202716010579.31998,3.07,362.244,1.786953082614355e-09,27859.079999999998
Switzerland,CHE,2003,7330729.0,206536252075.16,3.11,358.359,1.7350900696580406e-09,28174.04
Switzerland,CHE,2004,7381153.0,216294945543.04,3.12,353.16,1.6327704704950008e-09,29303.68
Switzerland,CHE,2005,7428437.0,226937858937.56,3.08,338.784,1.4928491948679815e-09,30549.88
Switzerland,CHE,2006,7475014.0,240359523670.84,3.21,352.537,1.4667070171214904e-09,32155.06
Switzerland,CHE,2007,7541909.0,254887864945.8,3.24,348.594,1.367636705945675e-09,33796.2
Switzerland,CHE,2008,7638288.0,265461824980.8,3.28,360.189,1.3568391614351758e-09,34754.1
Switzerland,CHE,2009,7734402.0,264567904829.28,3.24,359.157,1.3575229400246274e-09,34206.64
Switzerland,CHE,2010,7822444.0,277507302406.32,3.45,349.78,1.2604353001416154e-09,35475.78
Switzerland,CHE,2011,7910988.0,287843829896.16,3.41,332.034,1.15352133870572e-09,36385.32
Switzerland,CHE,2012,7995738.0,291249714007.56,3.65,350.93,1.2049110544049868e-09,36425.62
Switzerland,CHE,2013,8088370.0,296474349328.0,3.65,360.046,1.214425466540677e-09,36654.4
Switzerland,CHE,2014,8187792.0,303448741847.04004,3.59,343.728,1.1327382605305498e-09,37061.12
Switzerland,CHE,2015,8281735.0,308445103974.69995,3.53,336.097,1.0896493271216526e-09,37244.02
Switzerland,CHE,2016,8372902.0,314835851507.52,3.68,316.121,1.0040819636211262e-09,37601.76
Switzerland,CHE,2017,8451688.0,319134555643.68,3.68,316.847,9.928320026671316e-10,37759.86
Switzerland,CHE,2018,8514431.0,328271332875.69995,3.66,321.795,9.802714028697956e-10,38554.7
Switzerland,CHE,2019,8575593.0,332033068499.33997,3.78,335.79,1.0113149317254451e-09,38718.38
Switzerland,CHE,2020,8638609.0,324146698279.18,3.88,308.972,9.531857077066064e-10,37523.02
Turkey,TUR,2000,64113548.0,473188758743.04,60.7,864.679,1.827344762578256e-09,7380.48
Turkey,TUR,2001,65072016.0,441814261273.92,63.21,785.631,1.7781929395731238e-09,6789.62
Turkey,TUR,2002,65988664.0,480891069126.72,59.7,859.633,1.787583623794597e-09,7287.48
Turkey,TUR,2003,66867324.0,513246832094.4,64.06,910.288,1.7735871769249874e-09,7675.6
Turkey,TUR,2004,67785080.0,564167086630.3999,64.48,974.779,1.7278196887061621e-09,8322.88
Turkey,TUR,2005,68704712.0,617144197822.72,75.86,996.752,1.6151038987590477e-09,8982.56
Turkey,TUR,2006,69601328.0,665632300328.0,81.75,1105.833,1.6613271312931851e-09,9563.5
Turkey,TUR,2007,70468864.0,703026984186.88,95.67,1174.356,1.670428058118222e-09,9976.42
Turkey,TUR,2008,71320728.0,715593671558.8799,101.61,1178.344,1.646666323128662e-09,10033.46
Turkey,TUR,2009,72225648.0,680117147930.88,96.9,1194.268,1.7559739577708353e-09,9416.56
Turkey,TUR,2010,73195352.0,750059122270.7201,95.91,1259.821,1.6796289286983574e-09,10247.36
Turkey,TUR,2011,74173856.0,824055221911.68,107.14,1345.969,1.6333480623756757e-09,11109.78
Turkey,TUR,2012,75277440.0,865252445299.2001,109.56,1429.392,1.6519941755330415e-09,11494.18
Turkey,TUR,2013,76576120.0,942707172006.3999,106.57,1419.132,1.505379445644406e-09,12310.72
Turkey,TUR,2014,78112064.0,995564813781.76,124.3,1462.148,1.468661788523716e-09,12745.34
Turkey,TUR,2015,79646176.0,1062621758033.28,114.59,1606.742,1.5120544896180065e-09,13341.78
Turkey,TUR,2016,81019400.0,1101939998236.0,122.9,1687.18,1.5310996993492023e-09,13600.94
Turkey,TUR,2017,82089824.0,1184800787995.52,137.12,1787.401,1.5086088886081655e-09,14432.98
Turkey,TUR,2018,82809304.0,1214232824552.0,141.14,1767.596,1.4557307002898454e-09,14663.0
Turkey,TUR,2019,83481688.0,1216224676866.8801,124.64,1834.348,1.5082311968257945e-09,14568.76
Turkey,TUR,2020,84135432.0,1237433645100.48,125.62,1803.449,1.4574106717888371e-09,14707.64
Ukraine,UKR,2000,48879752.0,156557935275.84,58.8,1585.457,1.0126966718145444e-08,3202.92
Ukraine,UKR,2001,48414536.0,173918569382.08002,60.28,1562.9,8.986389466937715e-09,3592.28
Ukraine,UKR,2002,47976540.0,186295783412.4,61.34,1553.238,8.337483390923679e-09,3883.06
Ukraine,UKR,2003,47605644.0,207493959938.40002,63.1,1591.928,7.672165495673249e-09,4358.6
Ukraine,UKR,2004,47261960.0,235855139944.80002,56.97,1585.872,6.723923847371571e-09,4990.38
Ukraine,UKR,2005,46912616.0,247142228854.24002,59.07,1605.493,6.4962309656391845e-09,5268.14
Ukraine,UKR,2006,46592552.0,270270348237.44,66.74,1624.431,6.010392966130685e-09,5800.72
Ukraine,UKR,2007,46313064.0,297363216286.08,70.05,1617.882,5.440760361037753e-09,6420.72
Ukraine,UKR,2008,46062936.0,309122835943.68,69.21,1562.053,5.0531789255601785e-09,6710.88
Ukraine,UKR,2009,45863884.0,266754439398.48,61.43,1330.558,4.98795072726944e-09,5816.22
Ukraine,UKR,2010,45683024.0,271933682322.88,66.61,1426.915,5.247290397464463e-09,5952.62
Ukraine,UKR,2011,45516136.0,291597304638.56,71.84,1474.744,5.057467872784254e-09,6406.46
Ukraine,UKR,2012,45406228.0,292272624639.52,75.51,1442.989,4.9371336155062006e-09,6436.84
Ukraine,UKR,2013,45307104.0,292280658614.4,74.85,1369.568,4.685797570364871e-09,6451.1
Ukraine,UKR,2014,45148072.0,274795546150.88,65.39,1208.371,4.397345651797896e-09,6086.54
Ukraine,UKR,2015,44982568.0,249859272561.44,52.6,1003.408,4.0158925851081374e-09,5554.58
Ukraine,UKR,2016,44833568.0,256342201739.52002,57.15,1049.995,4.096067650487544e-09,5717.64
Ukraine,UKR,2017,44657260.0,262422136373.59998,46.1,975.331,3.716649111534783e-09,5876.36
Ukraine,UKR,2018,44446952.0,270803722328.47998,47.45,1011.989,3.7369833446102924e-09,6092.74
Ukraine,UKR,2019,44211100.0,277946343480.0,44.71,957.663,3.4454959472021618e-09,6286.8
Ukraine,UKR,2020,43909664.0,265978398713.59998,41.4,918.452,3.4531074870819492e-09,6057.4
United Kingdom,GBR,2000,58850044.0,1165614573486.8801,180.9,2664.474,2.285896265031548e-09,19806.52
United Kingdom,GBR,2001,59092016.0,1196566050387.2,186.11,2692.175,2.249917586353743e-09,20249.2
United Kingdom,GBR,2002,59355688.0,1224390319177.76,185.21,2631.41,2.149159429623002e-09,20628.02
United Kingdom,GBR,2003,59649800.0,1265997811232.0,195.19,2669.371,2.1085115442674533e-09,21223.84
United Kingdom,GBR,2004,59995852.0,1296925533015.8398,193.62,2691.21,2.0750690240031932e-09,21616.92
United Kingdom,GBR,2005,60383740.0,1333688419331.2,195.12,2713.482,2.034569664600312e-09,22086.88
United Kingdom,GBR,2006,60803700.0,1365206018916.0,201.41,2678.878,1.9622518234479226e-09,22452.68
United Kingdom,GBR,2007,61260680.0,1398369362447.2,201.77,2604.628,1.8626180392294933e-09,22826.54
United Kingdom,GBR,2008,61742152.0,1388229068213.5999,198.3,2559.33,1.8435934375681929e-09,22484.3
United Kingdom,GBR,2009,62243384.0,1327604075748.1602,176.04,2430.017,1.8303777793319775e-09,21329.24
United Kingdom,GBR,2010,62760048.0,1352320879079.04,183.21,2481.533,1.8350178854666342e-09,21547.48
United Kingdom,GBR,2011,63286360.0,1372176123247.2,169.09,2342.043,1.7068093230318342e-09,21682.02
United Kingdom,GBR,2012,63808728.0,1394302381971.8398,175.21,2379.613,1.706669249632007e-09,21851.28
United Kingdom,GBR,2013,64302296.0,1421712190146.72,163.12,2371.596,1.668126654914067e-09,22109.82
United Kingdom,GBR,2014,64773504.0,1466707906114.56,142.36,2240.112,1.5273061464121076e-09,22643.64
United Kingdom,GBR,2015,65224368.0,1500331351844.16,124.17,2275.699,1.516797604211085e-09,23002.62
United Kingdom,GBR,2016,65655204.0,1530309878289.1199,109.48,2251.756,1.4714379302821032e-09,23308.28
United Kingdom,GBR,2017,66064808.0,1568119567872.64,99.53,2252.731,1.4365811422506037e-09,23736.079999999998
United Kingdom,GBR,2018,66432996.0,1594199248311.5999,93.37,2243.542,1.4073159314157952e-09,23997.1
United Kingdom,GBR,2019,66778660.0,1619386511719.6,85.61,2196.601,1.3564402223330028e-09,24250.06
