country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
France,2001,FRA,59014776.0,2077914824704.0,1.373,0.05,62.705,3.7,48.293,2.85,0.524,0.118,72.252,-12.487,-20.573,2443.249,144.188,347.032,20.48,-34.996,-8.923,280.845,16.574,3.767,4.584,475.26,543.65,17.284,1.226,38.111,53298.859,1.514,0.333,5.733,787.599,46.48,29237.416,1725.44,8.55,54.856,4.981,20.72,436.684,256.715,15.15,7399.57,2.823,0.549,338.954,20.003,2.787,13.883,39.28,11.912,21.949,218.184,1230.539,72.62,3697.102,13.358,6.937,2.929,32.378,1419.981,8424.501,497.17,24061.445,91.45,45.144,-68.39,-14.39,1.425,9.023,1187.051,7135.162,421.08,20114.469,77.454,37.739,0.49,5.586,1144.568,183.852,10.85,19394.596,-3.434,-0.741,352.918,20.827,1.996,36.388,10.643,3.33,0.48,11.654,1.111,56.427,8.134,180.341,0.613,0.088,0.338,9212.1,3145.42,11.481,23.356,232.93,1289.338,76.09,3946.976,13.996,7.405,17.944,0.003,0.018,0.169,0.01,0.307,0.002,0.001,172.917,0.243,0.385,2.203,0.13,6.521,0.024,0.012
France,2002,FRA,59372784.0,2107291205632.0,4.849,0.179,65.349,3.88,51.202,3.04,0.551,0.125,78.28,3.067,4.422,2502.997,148.61,398.499,23.66,-27.661,-4.585,201.936,11.99,4.285,4.774,475.09,552.12,17.735,-1.027,-32.311,52433.27,1.477,-1.617,-27.906,887.107,52.67,28591.104,1697.533,9.54,54.529,-0.17,-0.741,435.943,309.401,18.37,7342.467,-2.471,-0.494,328.586,19.509,3.327,14.003,43.22,-18.677,-41.895,176.289,991.7,58.88,2969.186,10.664,5.663,0.464,-4.405,1415.576,8412.104,499.45,23842.164,90.46,45.471,-77.03,-16.214,3.725,36.271,1223.322,7356.233,436.76,20604.086,79.106,39.296,-2.76,-31.587,1112.981,179.207,10.64,18745.641,-3.027,-0.631,340.17,20.197,1.927,35.751,11.291,3.53,0.49,6.089,0.648,59.455,8.253,190.168,0.639,0.089,0.363,9299.211,3113.109,-16.397,-40.676,192.254,1055.871,62.69,3238.08,11.354,6.176,15.306,0.003,0.021,0.168,0.01,0.349,0.002,0.001,102.29,0.389,0.773,4.548,0.27,13.028,0.049,0.025
France,2003,FRA,59728260.0,2130783764480.0,-8.113,-0.315,59.689,3.565,54.078,3.23,0.577,0.113,83.369,6.305,9.369,2644.968,157.979,439.658,26.26,9.883,1.185,220.572,13.174,4.69,5.023,493.51,559.92,17.803,1.03,32.055,52657.883,1.476,1.923,32.635,960.684,57.38,28967.342,1730.169,10.248,55.01,4.892,21.326,457.268,324.302,19.37,7655.811,-13.657,-2.664,282.023,16.845,3.459,14.539,46.68,-2.407,-5.347,170.942,960.182,57.35,2861.996,10.243,5.435,0.564,-0.581,1414.995,8413.772,502.54,23690.545,89.752,44.99,-66.41,-13.457,0.987,4.153,1227.475,7384.611,441.07,20550.986,78.774,39.027,0.174,1.94,1114.921,196.724,11.75,18666.562,-12.772,-2.58,294.958,17.617,2.099,35.449,11.865,3.72,0.49,5.089,0.575,62.282,8.204,198.657,0.664,0.088,0.377,9374.457,3145.164,-2.152,-4.733,187.52,1029.161,61.47,3139.558,10.978,5.962,9.345,0.002,0.023,0.167,0.01,0.377,0.002,0.001,46.415,0.352,1.125,6.53,0.39,18.839,0.07,0.036
France,2004,FRA,60108436.0,2196565655552.0,9.061,0.323,64.686,3.888,55.067,3.31,0.584,0.123,80.449,-4.805,-7.591,2501.952,150.388,405.434,24.37,-90.783,-11.96,20.202,1.214,4.297,4.743,505.28,567.19,17.887,0.82,25.804,52754.129,1.444,0.693,11.997,940.467,56.53,28983.715,1742.166,9.967,54.941,2.112,9.657,466.925,350.2,21.05,7768.048,-13.56,-2.284,242.239,14.561,3.711,14.725,45.63,1.038,0.675,171.617,965.588,58.04,2855.12,10.233,5.412,1.65,13.807,1428.802,8495.646,510.66,23770.416,90.033,45.059,-61.91,-12.253,1.626,12.011,1239.486,7457.189,448.24,20620.828,79.028,39.089,0.891,9.931,1124.852,184.833,11.11,18713.713,-3.196,-0.563,283.725,17.054,1.959,35.473,12.073,3.78,0.47,1.749,0.207,62.886,7.819,200.852,0.666,0.083,0.381,9436.113,3170.968,1.813,1.796,189.317,1038.457,62.42,3149.588,11.005,5.97,8.763,0.002,0.024,0.166,0.01,0.405,0.002,0.001,53.351,0.589,1.715,9.816,0.59,28.525,0.104,0.054
France,2005,FRA,60510080.0,2238357176320.0,69.319,2.695,108.799,6.583,56.024,3.39,0.595,0.209,88.144,3.854,5.796,2581.132,156.185,454.635,27.51,-100.0,-1.214,0.0,0.0,4.828,4.954,509.53,569.86,18.077,-0.586,-18.568,52097.117,1.408,0.024,0.423,1046.933,63.35,28798.316,1742.588,11.117,55.278,2.185,10.201,477.126,381.259,23.07,7885.062,-19.248,-2.803,194.314,11.758,4.048,15.135,50.23,-13.559,-24.208,147.409,828.622,50.14,2436.099,8.799,4.676,-0.316,-18.99,1409.812,8370.672,506.51,23298.799,88.883,44.722,-60.33,-11.84,0.734,1.19,1240.675,7462.062,451.53,20503.613,79.235,39.357,-1.385,-15.574,1109.278,211.039,12.77,18332.121,-13.125,-2.238,244.851,14.816,2.241,35.188,12.36,3.87,0.48,2.38,0.287,63.956,7.933,204.267,0.679,0.084,0.392,9417.604,3152.401,-7.255,-20.18,169.137,908.609,54.98,2795.184,9.648,5.365,24.299,0.006,0.03,0.165,0.01,0.497,0.002,0.001,61.681,1.04,2.755,15.865,0.96,45.523,0.168,0.087
France,2006,FRA,60919152.0,2296438063104.0,21.103,1.389,130.874,7.973,55.483,3.38,0.595,0.255,80.194,-7.598,-11.867,2369.002,144.318,375.744,22.89,,0.0,0.0,0.0,4.03,4.615,504.66,568.0,18.164,-0.802,-25.27,51332.477,1.362,-1.799,-31.358,934.025,56.9,28090.189,1711.23,10.018,54.722,-3.421,-16.32,460.805,357.195,21.76,7564.214,10.316,1.213,212.92,12.971,3.831,14.736,45.55,9.369,12.796,160.205,900.866,54.88,2629.794,9.662,5.123,1.179,6.088,1415.9,8389.808,511.1,23242.287,89.982,45.278,-63.34,-12.551,-0.296,-11.456,1229.219,7389.958,450.19,20177.875,79.259,39.308,-0.286,-3.171,1106.107,201.086,12.25,18156.971,-5.652,-0.837,229.461,13.979,2.157,35.371,12.261,3.84,0.46,-0.801,-0.099,63.034,7.551,201.271,0.676,0.081,0.392,9323.833,3127.131,11.768,17.545,186.681,999.85,60.91,3064.412,10.724,5.97,13.383,0.004,0.034,0.164,0.01,0.556,0.002,0.001,126.819,3.454,6.209,35.785,2.18,101.917,0.384,0.199
France,2007,FRA,61329380.0,2353924145152.0,101.496,8.092,261.942,16.065,61.145,3.75,0.667,0.523,82.869,3.528,5.091,2436.173,149.409,398.667,24.45,,0.0,0.0,0.0,4.349,4.863,505.4,562.21,18.299,-1.752,-54.779,50095.922,1.305,-2.103,-35.995,948.648,58.18,27315.381,1675.235,10.348,54.526,-2.864,-13.196,447.609,358.556,21.99,7298.447,-10.988,-1.425,188.257,11.546,3.911,14.569,46.59,2.311,2.677,162.882,912.939,55.99,2655.861,9.959,5.302,0.231,-18.784,1397.116,8218.41,504.03,22780.539,89.652,45.474,-56.81,-11.241,-2.324,-36.067,1193.152,7169.973,439.73,19454.814,78.215,38.835,-2.521,-27.89,1078.217,191.425,11.74,17580.762,-7.476,-1.045,210.887,12.934,2.088,35.094,13.458,4.22,0.47,9.763,1.197,68.809,7.664,219.443,0.751,0.084,0.438,9167.059,3072.352,16.587,17.283,203.965,1048.437,64.3,3325.725,11.437,6.639,51.184,0.017,0.051,0.326,0.02,0.83,0.004,0.002,86.526,5.3,11.508,66.363,4.07,187.649,0.724,0.375
France,2008,FRA,61721004.0,2361538117632.0,62.277,10.005,422.374,26.069,64.322,3.97,0.7,0.846,78.999,-6.024,-9.0,2274.898,140.409,373.617,23.06,,0.0,0.0,0.0,4.065,4.556,519.36,567.35,18.409,0.311,9.562,49932.984,1.305,-0.807,-13.519,900.342,55.57,26923.023,1661.716,9.795,53.918,3.632,16.255,463.865,354.498,21.88,7515.505,-13.164,-1.52,162.438,10.026,3.857,15.051,44.82,10.503,15.989,178.871,1007.113,62.16,2898.064,10.956,5.804,3.381,23.081,1420.198,8291.829,511.78,23009.959,90.205,46.082,-47.99,-9.24,-0.064,-8.174,1184.978,7119.943,439.45,19198.939,77.457,38.449,-1.927,-20.775,1057.443,172.227,10.63,17132.621,-1.361,-0.176,206.697,12.758,1.874,34.311,14.161,4.44,0.47,5.218,0.702,71.937,7.615,229.429,0.783,0.083,0.459,9192.171,3081.914,21.864,31.255,235.22,1171.886,72.33,3811.019,12.749,7.632,133.333,0.067,0.118,0.648,0.04,1.912,0.007,0.004,39.902,4.492,16.0,92.189,5.69,259.239,1.003,0.519
France,2009,FRA,62093300.0,2294314958848.0,6.992,1.823,449.196,27.892,66.513,4.13,0.78,0.958,78.513,-10.954,-15.381,2013.555,125.028,348.991,21.67,,0.0,0.0,0.0,4.095,4.297,503.28,529.21,18.186,-5.579,-171.94,46864.531,1.268,-4.456,-74.04,826.498,51.32,25569.209,1587.677,9.697,54.56,-3.569,-16.554,447.311,330.148,20.5,7203.849,-4.893,-0.491,153.563,9.535,3.874,15.372,41.55,-10.463,-19.704,159.168,893.655,55.49,2563.366,10.485,5.47,-5.944,-97.901,1322.297,7696.322,477.89,21295.322,90.303,45.44,-25.93,-5.152,-6.761,-86.937,1098.041,6598.779,409.74,17683.732,77.425,37.734,-3.982,-42.105,1015.337,147.359,9.15,16351.803,-6.919,-0.883,191.241,11.875,1.729,34.892,14.614,4.58,0.45,3.201,0.453,73.76,7.247,235.354,0.865,0.085,0.502,8522.82,2909.973,-2.348,-10.964,224.256,1097.542,68.15,3611.592,12.878,7.706,314.286,0.368,0.486,2.738,0.17,7.826,0.032,0.017,38.953,6.095,22.096,127.389,7.91,355.851,1.495,0.759
France,2010,FRA,62444568.0,2341292736512.0,-1.998,-0.557,437.745,27.335,71.103,4.44,0.789,0.912,81.641,7.072,8.843,2143.835,133.871,374.092,23.36,,0.0,0.0,0.0,4.15,4.466,532.12,562.83,18.775,3.016,87.761,48006.328,1.28,1.404,22.298,922.898,57.63,25782.459,1609.974,10.239,53.706,10.805,48.334,495.645,380.497,23.76,7937.352,-15.446,-1.473,129.113,8.062,4.222,16.534,45.95,10.036,14.9,174.068,980.069,61.2,2787.555,10.874,5.807,5.276,65.463,1387.76,8090.375,505.2,22223.871,89.761,46.294,-30.71,-5.771,4.585,43.296,1141.338,6862.406,428.52,18277.611,76.137,38.073,-3.435,-34.878,980.459,168.309,10.51,15701.271,-0.348,-0.041,189.505,11.834,1.867,32.707,15.696,4.92,0.48,7.405,1.082,78.79,7.687,251.36,0.874,0.085,0.524,9013.274,2997.734,8.181,22.167,246.423,1227.969,76.68,3946.26,13.624,8.22,256.322,1.235,1.721,9.929,0.62,27.558,0.11,0.057,25.695,5.507,27.603,159.181,9.94,442.042,1.766,0.921
France,2011,FRA,62775272.0,2391848255488.0,-1.221,-0.334,430.123,27.001,80.286,5.04,0.888,0.937,79.362,-15.137,-20.264,1809.739,113.607,277.02,17.39,,0.0,0.0,0.0,3.065,3.942,510.99,567.4,19.686,-3.85,-115.422,45914.77,1.205,-6.633,-106.788,939.701,58.99,23945.523,1503.187,10.397,52.152,-13.206,-65.454,430.19,469.771,29.49,6852.863,-17.361,-1.4,106.136,6.663,5.197,14.925,45.03,-28.487,-50.346,123.722,728.631,45.74,1970.866,8.061,4.292,0.018,-8.635,1379.125,8098.89,508.41,21969.248,89.603,47.848,-56.41,-11.039,3.236,29.749,1171.086,7047.202,442.39,18655.213,77.968,40.63,-2.149,-21.07,959.389,192.91,12.11,15282.92,-1.353,-0.16,185.956,11.673,2.134,33.285,17.616,5.58,0.54,12.231,1.92,88.888,8.602,280.617,0.983,0.095,0.611,9038.591,2882.312,-13.05,-38.383,208.039,1051.688,66.02,3314.036,11.636,7.218,235.136,4.011,5.732,37.117,2.33,91.311,0.411,0.199,23.817,6.366,33.969,197.052,12.37,541.119,2.18,1.179
France,2012,FRA,63071412.0,2395403190272.0,9.475,2.558,468.667,29.559,84.032,5.3,0.935,1.026,80.165,13.286,15.094,2040.55,128.7,340.249,21.46,,0.0,0.0,0.0,3.784,4.467,522.56,567.08,19.682,-0.039,-1.138,45681.148,1.203,-0.191,-2.875,894.542,56.42,23787.51,1500.312,9.949,52.073,3.313,14.253,444.443,360.702,22.75,7046.663,-12.376,-0.825,92.564,5.838,4.012,15.426,45.46,31.071,37.459,161.18,948.607,59.83,2555.523,10.551,5.594,0.839,1.737,1380.863,8096.537,510.66,21893.641,90.051,47.927,-44.52,-8.52,-3.839,-51.779,1119.307,6744.894,425.41,17746.664,75.018,38.849,-3.358,-32.221,927.169,193.59,12.21,14700.299,-8.248,-0.963,169.818,10.711,2.153,32.18,18.378,5.81,0.51,4.327,0.762,92.118,8.086,291.386,1.025,0.09,0.638,8991.078,2881.175,23.393,53.516,261.556,1351.642,85.25,4146.977,15.033,9.078,93.293,5.28,11.013,70.238,4.43,174.604,0.781,0.382,22.694,7.456,41.425,240.68,15.18,656.797,2.677,1.438
France,2013,FRA,63335180.0,2415696805888.0,1.852,0.547,475.357,30.107,89.682,5.68,0.985,1.035,77.908,4.502,5.794,2123.531,134.494,376.41,23.84,,0.0,0.0,0.0,4.136,4.624,527.99,576.45,19.82,0.946,27.253,45921.207,1.204,0.049,0.742,842.344,53.35,23700.156,1501.054,9.255,51.61,1.572,6.989,451.432,290.36,18.39,7127.658,-35.904,-2.096,59.083,3.742,3.19,15.521,44.91,20.52,31.905,193.085,1135.546,71.92,3048.622,12.476,6.639,2.394,26.511,1407.374,8259.232,523.1,22221.051,90.745,48.39,-48.46,-9.178,-0.405,-11.245,1108.062,6689.489,423.68,17495.211,73.498,38.098,-1.299,-12.041,915.128,175.574,11.12,14448.967,-1.732,-0.185,166.182,10.525,1.929,31.465,19.463,6.18,0.5,5.901,1.084,97.576,7.895,307.294,1.072,0.087,0.669,9101.577,2908.428,12.907,37.756,299.312,1569.744,99.42,4725.84,17.247,10.291,17.874,1.89,12.903,81.945,5.19,203.722,0.9,0.444,6.264,2.33,43.755,254.677,16.13,690.845,2.798,1.504
France,2014,FRA,63588496.0,2424453726208.0,7.831,2.358,510.542,32.465,94.199,5.99,1.058,1.165,56.924,-25.314,-34.046,1579.654,100.448,177.076,11.26,,0.0,0.0,0.0,1.989,3.606,499.0,566.19,20.325,-4.218,-122.685,43808.914,1.149,-9.065,-136.069,561.108,35.68,21465.91,1364.985,6.302,48.999,-16.026,-72.348,379.084,206.956,13.16,5961.511,-94.74,-3.545,3.095,0.197,2.324,13.608,32.23,-11.316,-22.875,170.21,1002.854,63.77,2676.741,11.263,6.11,1.791,13.384,1420.758,8342.861,530.51,22343.004,93.698,51.001,-67.19,-13.465,3.02,26.626,1134.688,6864.135,436.48,17844.234,77.091,40.732,-3.243,-29.674,885.454,177.076,11.26,13924.745,-3.975,-0.418,158.941,10.107,1.989,31.785,20.643,6.55,0.56,6.065,1.18,103.006,8.807,324.632,1.157,0.099,0.741,8903.97,2785.743,-2.28,-13.242,286.07,1478.727,94.03,4498.771,16.608,10.269,24.909,3.117,16.02,100.49,6.39,251.935,1.129,0.575,7.449,2.978,46.732,272.376,17.32,734.92,3.059,1.678
France,2015,FRA,63809768.0,2453072773120.0,0.873,0.283,513.211,32.748,102.335,6.53,1.138,1.168,64.382,-0.571,-0.574,1565.186,99.874,186.335,11.89,,0.0,0.0,0.0,2.072,3.563,509.86,573.92,20.474,0.624,17.39,43929.527,1.143,2.04,27.84,699.736,44.65,21827.764,1392.825,7.78,49.688,7.501,28.434,407.518,331.297,21.14,6386.446,25.719,0.051,3.878,0.247,3.683,14.538,36.95,-13.165,-23.289,146.921,870.713,55.56,2302.49,9.681,5.241,-0.141,-10.45,1410.308,8294.498,529.27,22101.762,92.22,50.312,-64.06,-12.564,0.217,-4.302,1130.386,6855.22,437.43,17714.934,76.218,40.326,-0.002,-0.021,885.433,182.104,11.62,13876.133,5.508,0.557,167.114,10.664,2.025,31.587,23.199,7.11,0.58,12.38,2.556,111.425,9.09,363.558,1.239,0.101,0.828,8994.234,2803.133,-1.391,-6.147,279.923,1439.278,91.84,4386.831,16.002,9.986,22.824,3.539,19.559,121.455,7.75,306.528,1.35,0.698,23.768,10.763,57.495,335.685,21.42,901.044,3.732,2.051
France,2016,FRA,63989320.0,2479389933568.0,0.605,0.198,514.868,32.946,117.52,7.52,1.346,1.196,75.396,-2.347,-2.344,1524.156,97.53,159.87,10.23,,0.0,0.0,0.0,1.831,3.54,517.15,558.65,20.278,-1.717,-48.14,43053.949,1.111,2.107,29.341,882.178,56.45,22225.053,1422.166,10.105,51.621,9.271,37.782,445.299,546.497,34.97,6958.964,-4.762,-0.012,3.683,0.236,6.26,16.163,42.12,9.837,13.499,160.42,950.784,60.84,2506.979,10.891,5.823,-4.87,-77.482,1332.827,7848.185,502.2,20828.895,89.895,48.379,-41.5,-8.025,-7.826,-94.627,1035.759,6301.052,403.2,16186.429,72.174,37.596,-0.688,-6.096,879.337,175.811,11.25,13741.933,-1.222,-0.13,164.609,10.533,2.014,31.918,24.802,8.12,0.6,6.924,1.604,126.896,9.377,387.599,1.454,0.107,0.9,8730.363,2754.993,5.624,17.146,297.068,1547.133,99.0,4642.465,17.721,10.783,12.416,2.298,21.858,135.335,8.66,341.586,1.55,0.793,-0.198,-0.453,57.042,334.118,21.38,891.434,3.827,2.071
France,2017,FRA,64144092.0,2536203354112.0,0.781,0.257,517.639,33.204,121.289,7.78,1.399,1.214,84.736,9.156,8.93,1659.697,106.46,199.707,12.81,,,,,2.304,3.893,515.95,556.08,20.334,-0.737,-20.313,42633.387,1.078,1.056,15.017,1014.747,65.09,22405.547,1437.183,11.705,52.554,0.529,2.358,447.657,631.391,40.5,6978.927,,,,,7.283,16.37,47.12,-18.248,-30.045,130.375,779.495,50.0,2032.534,8.992,4.767,-1.994,-35.33,1297.496,7654.485,490.99,20227.838,88.295,47.446,-40.13,-7.778,-1.2,-18.444,1017.315,6210.393,398.36,15859.839,71.637,37.201,0.424,3.73,883.067,183.649,11.78,13766.923,,,,,2.118,32.291,27.06,8.43,0.65,9.115,2.258,131.423,10.133,421.867,1.516,0.117,0.99,8669.232,2734.68,-4.454,-16.887,280.181,1444.092,92.63,4368.001,16.658,10.245,11.484,2.367,24.225,149.507,9.59,377.661,1.725,0.886,15.186,8.276,65.318,383.667,24.61,1018.299,4.426,2.389
France,2018,FRA,64277812.0,2581673803776.0,-1.137,-0.378,510.688,32.826,130.372,8.38,1.455,1.178,66.617,-10.521,-11.2,1481.997,95.259,129.283,8.31,,,,,1.443,3.42,512.86,575.83,20.673,1.856,50.748,43334.203,1.079,-2.318,-33.319,766.516,49.27,21840.576,1403.865,8.556,50.4,-4.305,-19.273,428.384,476.214,30.61,6664.568,,,,,5.316,15.379,38.36,30.519,38.794,169.169,1012.947,65.11,2631.842,11.307,6.073,6.658,84.067,1381.563,8191.94,526.56,21493.629,91.444,49.6,-62.97,-12.278,3.661,31.074,1048.389,6424.301,412.94,16310.273,71.712,37.638,-0.322,-2.846,880.221,161.02,10.35,13694.012,,,,,1.797,31.601,28.061,8.99,0.61,3.698,1.001,139.862,9.49,436.558,1.561,0.106,1.007,8958.457,2785.428,16.262,52.993,333.175,1767.64,113.62,5183.355,19.732,11.961,14.744,3.409,27.634,169.888,10.92,429.913,1.896,0.992,16.245,10.167,75.485,444.944,28.6,1174.354,4.967,2.71
France,2019,FRA,64399760.0,,4.13,1.356,530.771,34.182,134.162,8.64,1.527,1.254,68.532,-21.755,-20.724,1157.389,74.536,56.522,3.64,,,,,0.643,2.734,508.05,565.72,20.754,-2.139,-59.593,42326.785,,-1.417,-19.899,830.748,53.5,21490.225,1383.965,9.457,50.772,1.923,8.237,436.62,610.406,39.31,6779.845,,,,,6.949,16.018,38.77,-12.339,-21.42,147.749,883.699,56.91,2294.247,10.06,5.42,-2.322,-39.694,1341.87,7953.756,512.22,20836.562,90.543,49.228,-57.67,-11.351,-3.373,-39.101,1009.287,6195.831,399.01,15672.221,70.531,37.027,-0.842,-7.412,872.809,163.82,10.55,13552.99,,,,,1.865,32.02,28.27,9.25,0.61,0.74,0.209,143.634,9.472,438.97,1.635,0.108,1.037,8784.505,2725.835,0.68,-0.592,332.582,1757.926,113.21,5164.342,20.012,12.201,13.095,3.503,31.137,191.46,12.33,483.498,2.18,1.142,21.326,15.76,91.245,539.132,34.72,1416.855,6.137,3.347
France,2020,FRA,64480052.0,,-9.893,-3.382,477.665,30.8,135.856,8.76,1.661,1.255,67.387,-29.863,-22.258,810.752,52.277,47.922,3.09,,,,,0.586,2.13,482.21,527.25,21.482,-9.96,-271.504,38063.406,,-13.093,-181.204,746.588,48.14,18653.234,1202.761,9.13,49.006,-7.052,-30.792,405.828,547.146,35.28,6293.859,,,,,6.691,16.535,35.53,10.114,14.345,162.094,970.688,62.59,2513.863,11.871,6.604,-6.708,-90.301,1251.569,7430.359,479.11,19410.168,90.87,50.994,-45.04,-9.34,-11.323,-117.566,891.721,5487.433,353.83,13829.414,67.109,36.333,-14.683,-128.154,744.656,151.52,9.77,11548.623,,,,,1.853,30.34,28.455,9.37,0.61,0.651,0.186,145.316,9.46,441.302,1.777,0.116,1.159,8176.947,2454.33,5.946,27.265,359.847,1942.927,125.28,5580.754,23.761,14.662,9.931,2.967,34.104,208.747,13.46,528.903,2.553,1.39,14.833,13.149,104.395,618.176,39.86,1619.021,7.56,4.253
Georgia,2000,GEO,4265175.0,23550461952.0,,,,,0.0,0.0,0.0,,118.294,,,,,0.0,0.0,-56.25,-0.046,8.357,0.036,0.0,,7.52,7.27,,-14.633,-6.89,9423.704,1.707,,,344.652,1.47,,,20.22,,,,,344.652,1.47,,0.0,0.0,152.573,0.651,20.22,,0.86,,,,1359.85,5.8,,79.78,,,,,1359.85,5.8,,79.78,,0.25,3.324,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-8.842,-0.122,296.012,1.263,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1704.502,40.194,,,,1359.85,5.8,,79.78,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Georgia,2001,GEO,4144485.0,24543610880.0,,,,,0.0,0.0,0.0,,113.235,,,,,0.0,0.0,-85.681,-0.031,1.232,0.005,0.0,,7.07,6.8,,-7.615,-3.061,8959.572,1.513,,,316.083,1.31,,,19.265,,,,,316.083,1.31,,0.0,0.0,157.016,0.651,19.265,,0.77,,,,1324.652,5.49,,80.735,,,,,1324.652,5.49,,80.735,,0.27,3.819,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-0.273,-0.003,303.8,1.259,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1640.735,37.133,,,,1324.652,5.49,,80.735,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Georgia,2002,GEO,4061127.0,25794070528.0,,,,,0.0,0.0,0.0,,54.469,,,,,0.0,0.0,498.621,0.025,7.523,0.031,0.0,,7.61,7.16,,17.859,6.632,10776.443,1.697,,,113.269,0.46,,,6.425,,,,,113.269,0.46,,-78.644,-0.512,34.221,0.139,6.425,,0.39,,,,1649.788,6.7,,93.575,,,,,1649.788,6.7,,93.575,,0.45,5.913,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-26.0,-0.327,229.426,0.932,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1763.057,43.765,,,,1649.788,6.7,,93.575,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Georgia,2003,GEO,4017826.0,28539744256.0,,,,,0.0,0.0,0.0,,63.739,,,,,0.0,0.0,33.333,0.01,10.139,0.041,0.0,,7.97,7.06,,-10.996,-4.812,9694.849,1.365,,,149.334,0.6,,,8.499,,,,,149.334,0.6,,53.846,0.075,53.215,0.214,8.499,,0.45,,,,1607.835,6.46,,91.501,,,,,1607.835,6.46,,91.501,,0.91,11.418,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,89.189,0.831,438.728,1.763,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1757.169,38.952,,,,1607.835,6.46,,91.501,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Georgia,2004,GEO,3988861.0,30055133184.0,,,,,0.0,0.0,0.0,,79.295,,,,,0.0,0.0,0.0,0.0,10.213,0.041,0.0,,8.09,6.81,,3.279,1.277,10085.432,1.339,,,205.572,0.82,,,12.041,,,,,205.572,0.82,,-3.004,-0.006,51.991,0.207,12.041,,0.54,,,,1501.682,5.99,,87.959,,,,,1501.682,5.99,,87.959,,1.28,15.822,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,-28.376,-0.5,316.517,1.263,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,1707.254,40.229,,,,1501.682,5.99,,87.959,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
