country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Armenia,2016,ARM,2865841.0,29426933760.0,,,,,0.0,0.0,0.0,,184.173,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,6.0,6.95,,0.713,0.29,14289.046,1.392,,,847.919,2.43,,,34.964,,,,,847.919,2.43,,,0.0,0.0,0.0,34.964,,1.28,,,,813.025,2.33,,33.525,,,,,1577.198,4.52,,65.036,,-0.95,-15.833,,,,764.174,2.19,,31.511,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2425.117,40.95,,,,813.025,2.33,,33.525,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2017,ARM,2851929.0,31639250944.0,,,,,0.0,0.0,0.0,,190.217,,,,,0.0,0.0,,,,,0.0,,6.24,7.36,,6.572,2.691,15302.439,1.379,,,946.728,2.7,,,36.685,,,,,946.728,2.7,,,,,,36.685,,1.4,,,,788.94,2.25,,30.571,,,,,1633.982,4.66,,63.315,,-1.12,-17.949,,,,845.042,2.41,,32.745,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2580.709,43.641,,,,788.94,2.25,,30.571,,,,,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,
Armenia,2018,ARM,2836563.0,33296515072.0,,,,,0.0,0.0,0.0,,219.512,,,,,0.0,0.0,,,,,0.0,,5.96,7.38,,-1.634,-0.713,15133.982,1.289,,,1117.55,3.17,,,42.954,,,,,1117.55,3.17,,,,,,42.954,,1.62,,,,807.315,2.29,,31.03,,,,,1484.191,4.21,,57.046,,-1.42,-23.826,,,,669.825,1.9,,25.745,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2601.74,42.928,,,,814.366,2.31,,31.301,,,,,7.051,0.02,,0.271,,,,,0.0,0.0,,0.0,
Armenia,2019,ARM,2820604.0,,,,,,0.0,0.0,0.0,,202.74,,,,,0.0,0.0,,,,,0.0,,6.34,7.3,,6.304,2.706,16179.096,,,,1013.967,2.86,,,39.178,,,,,1013.967,2.86,,,,,,39.178,,1.48,,,,833.155,2.35,,32.192,,,,,1574.131,4.44,,60.822,,-0.96,-15.142,,,,719.704,2.03,,27.808,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2588.098,45.635,,,,854.427,2.41,,33.014,,,,,21.272,0.06,,0.822,,,,,0.0,0.0,,0.0,
Armenia,2020,ARM,2805610.0,,,,,,0.0,0.0,0.0,,206.711,,,,,0.0,0.0,,,,,0.0,,6.44,7.45,,5.044,2.302,17086.047,,,,1062.158,2.98,,,40.0,,,,,1062.158,2.98,,,,,,40.0,,1.54,,,,634.443,1.78,,23.893,,,,,1593.236,4.47,,60.0,,-1.01,-15.683,,,,908.893,2.55,,34.228,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,2655.394,47.937,,,,684.343,1.92,,25.772,,,,,49.9,0.14,,1.879,,,,,0.0,0.0,,0.0,
Austria,2000,AUT,8010425.0,280410161152.0,7.854,0.014,24.711,0.198,191.001,1.53,2.556,0.051,198.496,12.698,4.785,5301.851,42.47,714.069,5.72,10.18,0.33,446.094,3.573,9.557,10.85,58.48,59.85,15.291,0.35,1.367,48863.281,1.396,-0.696,-1.839,2048.58,16.41,32760.379,262.425,27.419,67.045,-4.544,-3.722,78.205,979.973,7.85,9762.921,3.736,0.677,2345.875,18.791,13.116,19.98,11.88,2.793,3.361,123.708,5223.194,41.84,15443.321,69.908,31.605,2.585,3.206,128.991,5422.933,43.44,16102.902,72.581,32.955,-1.37,-2.343,,,,0.0,0.0,,0.0,,-2.006,-2.902,141.749,354.538,2.84,17695.607,5.634,0.679,1590.091,12.737,4.745,36.215,4.879,1.53,0.0,-4.298,-0.219,191.001,0.0,609.029,2.556,0.0,1.246,7471.514,391.416,2.585,3.206,128.991,5422.933,43.44,16102.902,72.581,32.955,50.0,0.003,0.009,0.0,0.0,1.107,0.0,0.002,31.373,0.047,0.198,8.739,0.07,24.733,0.117,0.051
Austria,2001,AUT,8039633.0,285335945216.0,14.715,0.029,28.244,0.227,207.721,1.67,2.735,0.056,221.422,3.317,1.409,5457.835,43.879,857.004,6.89,-3.278,-0.117,429.905,3.456,11.284,10.825,61.28,61.06,15.063,3.564,13.952,50421.105,1.421,6.867,18.022,2340.903,18.82,34883.0,280.447,30.822,69.183,5.98,4.677,82.882,1088.358,8.75,10309.173,-4.044,-0.76,2242.822,18.031,14.33,20.446,13.52,-3.299,-4.858,118.85,5032.568,40.46,14782.967,66.263,29.319,-2.531,-4.07,124.921,5253.971,42.24,15538.107,69.178,30.817,0.22,0.359,,,,0.0,0.0,,0.0,,8.421,11.936,153.686,395.54,3.18,19115.992,1.632,0.208,1610.167,12.945,5.208,37.913,5.324,1.67,0.0,9.13,0.445,207.721,0.0,662.219,2.735,0.0,1.313,7594.874,405.367,-2.531,-4.07,124.921,5253.971,42.24,15538.107,69.178,30.817,66.667,0.006,0.015,1.244,0.01,1.827,0.016,0.004,156.716,0.307,0.505,12.438,0.1,62.851,0.164,0.125
Austria,2002,AUT,8078994.0,291225468928.0,3.459,0.008,29.079,0.235,188.142,1.52,2.505,0.058,219.311,1.597,0.701,5517.978,44.58,818.171,6.61,17.081,0.59,500.886,4.047,10.891,10.98,61.39,60.69,14.948,0.158,0.64,50254.641,1.394,0.869,2.438,2325.785,18.79,35014.863,282.885,30.961,69.675,-1.685,-1.397,81.485,1152.371,9.31,10086.078,8.545,1.541,2422.612,19.572,15.34,20.07,13.31,-0.565,-1.434,117.416,4979.58,40.23,14533.488,66.288,28.92,-0.783,-1.799,123.122,5186.29,41.9,15239.778,69.039,30.325,0.7,1.14,,,,0.0,0.0,,0.0,,2.039,3.134,156.82,355.242,2.87,19410.805,3.359,0.435,1656.142,13.38,4.729,38.625,4.852,1.52,0.0,-8.836,-0.472,188.142,0.0,600.619,2.505,0.0,1.195,7512.074,406.007,-0.783,-1.799,123.122,5186.29,41.9,15239.778,69.039,30.325,80.0,0.012,0.026,1.238,0.01,3.252,0.016,0.006,18.023,0.087,0.593,17.329,0.14,73.341,0.231,0.146
Austria,2003,AUT,8120105.0,294604374016.0,3.776,0.009,30.024,0.244,203.199,1.65,2.842,0.059,272.477,6.658,2.968,5855.551,47.548,1039.395,8.44,-18.414,-0.745,406.586,3.302,14.537,11.59,63.67,58.06,14.152,1.046,4.247,50523.203,1.393,8.565,24.229,2810.308,22.82,37821.41,307.114,39.304,74.859,9.995,8.144,89.63,1374.366,11.16,11037.999,11.223,2.197,2680.869,21.769,19.221,21.847,15.82,-17.431,-21.088,96.328,4089.849,33.21,11862.851,57.199,23.48,-15.743,-19.982,103.14,4339.846,35.24,12701.796,60.696,25.141,5.61,8.811,,,,0.0,0.0,,0.0,,8.364,13.117,169.936,396.547,3.22,20927.859,-3.469,-0.464,1590.602,12.916,5.546,41.422,5.464,1.65,0.0,12.593,0.611,203.199,0.0,672.845,2.842,0.0,1.332,7150.154,410.254,-15.743,-19.982,103.14,4339.846,35.24,12701.796,60.696,25.141,66.667,0.017,0.044,1.232,0.01,5.357,0.017,0.011,80.296,0.469,1.061,45.566,0.37,130.718,0.637,0.259
Austria,2004,AUT,8171215.0,303786426368.0,1.944,0.005,30.417,0.249,233.747,1.91,3.084,0.059,252.059,-2.043,-0.971,5700.046,46.576,968.032,7.91,-79.601,-2.628,82.422,0.673,12.772,11.146,65.01,61.93,14.82,1.857,7.617,51139.312,1.376,-1.536,-4.717,2730.316,22.31,37007.59,302.397,36.025,72.366,0.962,0.863,90.492,1340.07,10.95,11074.526,-5.281,-1.15,2523.415,20.619,17.681,21.656,15.61,10.68,9.609,105.936,4498.719,36.76,12964.547,59.357,25.351,12.547,12.333,115.473,4848.728,39.62,14131.729,63.975,27.634,3.08,4.738,,,,0.0,0.0,,0.0,,-2.712,-4.608,165.328,422.214,3.45,20233.016,1.095,0.141,1597.968,13.057,5.571,39.565,6.574,1.91,0.0,20.317,1.111,233.747,0.0,804.559,3.084,0.0,1.573,7579.044,417.87,12.547,12.333,115.473,4848.728,39.62,14131.729,63.975,27.634,20.0,0.008,0.052,2.448,0.02,6.348,0.032,0.012,152.459,1.601,2.663,113.814,0.93,325.857,1.502,0.637
Austria,2005,AUT,8227034.0,311537598464.0,280.443,0.697,114.933,0.946,295.368,2.43,3.768,0.222,249.806,0.331,0.154,5680.119,46.731,871.517,7.17,-100.0,-0.673,0.0,0.0,11.118,10.984,67.11,64.49,15.158,1.816,7.588,51714.719,1.366,1.401,4.237,2869.807,23.61,37271.496,306.634,36.61,72.071,5.287,4.785,95.277,1583.803,13.03,11580.974,-11.971,-2.468,2206.254,18.151,20.205,22.394,16.11,0.905,0.283,106.219,4509.523,37.1,12910.938,57.528,24.966,4.55,3.351,118.825,4968.984,40.88,14443.221,63.39,27.929,2.62,3.904,,,,0.0,0.0,,0.0,,-0.425,-0.702,164.626,414.487,3.41,20010.402,-10.001,-1.306,1428.392,11.751,5.288,38.694,7.788,2.43,0.0,18.469,1.214,295.368,0.0,946.685,3.768,0.0,1.831,7838.791,425.459,4.55,3.351,118.825,4968.984,40.88,14443.221,63.39,27.929,16.769,0.008,0.06,2.431,0.02,7.315,0.031,0.014,44.078,1.149,3.812,161.662,1.33,463.35,2.062,0.896
Austria,2006,AUT,8267771.0,323263922176.0,259.239,2.451,410.849,3.397,390.674,3.23,5.186,0.807,247.27,-0.119,-0.056,5645.395,46.675,891.413,7.37,,0.0,0.0,0.0,11.834,11.086,68.62,62.28,14.793,-1.046,-4.45,50921.684,1.302,-1.93,-5.917,2614.973,21.62,36372.133,300.716,34.714,71.428,-6.03,-5.745,89.532,1290.553,10.67,10829.038,15.544,2.821,2536.624,20.972,17.132,21.266,15.4,-3.879,-4.763,101.456,4313.134,35.66,12271.263,57.258,24.098,5.378,1.467,120.292,4917.892,40.66,14549.552,65.286,28.572,6.34,9.239,,,,0.0,0.0,,0.0,,-0.071,-0.117,164.51,433.007,3.58,19897.699,3.537,0.416,1471.634,12.167,5.748,39.075,10.388,3.23,0.0,33.384,2.6,390.674,0.0,1256.501,5.186,0.0,2.468,7532.865,421.009,5.378,1.467,120.292,4917.892,40.66,14549.552,65.286,28.572,6.511,0.004,0.064,2.419,0.02,7.705,0.032,0.015,31.663,1.175,4.987,211.665,1.75,603.235,2.81,1.185
Austria,2007,AUT,8294720.0,336315973632.0,16.437,0.558,476.824,3.955,489.468,4.06,6.454,0.96,228.422,-3.492,-1.63,5430.554,45.045,795.687,6.6,,0.0,0.0,0.0,10.491,10.933,68.93,62.91,15.27,-2.142,-9.017,49669.195,1.225,-5.422,-16.305,2379.827,19.74,34288.293,284.412,31.378,69.033,-5.387,-4.823,84.709,1193.53,9.9,10212.395,-2.045,-0.429,2476.686,20.543,15.737,20.561,14.37,3.922,3.32,104.776,4466.697,37.05,12631.644,58.894,25.432,6.958,7.288,127.58,5204.515,43.17,15380.897,68.622,30.967,6.02,8.733,,,,0.0,0.0,,0.0,,-5.989,-9.852,154.658,390.61,3.24,18645.348,2.478,0.302,1503.202,12.469,5.15,37.539,13.02,4.06,0.0,25.328,2.632,489.468,0.0,1569.703,6.454,0.0,3.16,7584.343,411.992,6.958,7.288,127.58,5204.515,43.17,15380.897,68.622,30.967,8.27,0.005,0.069,2.411,0.02,8.263,0.032,0.017,16.225,0.773,5.76,245.94,2.04,694.464,3.243,1.398
Austria,2008,AUT,8321134.0,342890905600.0,21.561,0.853,577.792,4.808,499.932,4.16,6.45,1.145,220.0,-1.154,-0.52,5350.832,44.525,664.573,5.53,,0.0,0.0,0.0,8.574,10.601,69.36,64.5,15.357,1.946,8.017,50475.008,1.225,1.41,4.009,2399.913,19.97,34661.234,288.421,30.961,68.67,7.055,5.977,90.686,1343.567,11.18,10898.219,-17.128,-3.519,2045.959,17.025,17.333,21.591,14.19,3.441,2.932,107.708,4606.344,38.33,12943.92,59.426,25.644,4.68,4.008,131.589,5351.434,44.53,15813.775,69.039,31.33,4.86,7.007,,,,0.0,0.0,,0.0,,-0.936,-1.448,153.21,391.774,3.26,18412.182,-1.962,-0.245,1469.038,12.224,5.054,36.478,13.336,4.16,0.0,2.424,0.316,499.932,0.0,1602.688,6.45,0.0,3.175,7751.347,420.009,4.68,4.008,131.589,5351.434,44.53,15813.775,69.039,31.33,24.265,0.016,0.085,3.605,0.03,10.172,0.047,0.02,-1.273,-0.109,5.652,241.554,2.01,679.204,3.116,1.346
Austria,2009,AUT,8342939.0,331192238080.0,26.899,1.293,731.296,6.101,513.009,4.28,6.456,1.5,199.397,-24.849,-11.064,4010.67,33.461,450.681,3.76,,0.0,0.0,0.0,5.671,8.224,67.08,66.3,16.296,-3.134,-13.164,48765.184,1.228,-7.347,-21.191,2291.759,19.12,32030.625,267.23,28.839,65.683,-2.609,-2.366,88.319,1479.095,12.34,10586.094,1.795,0.306,2077.232,17.33,18.612,21.708,13.22,6.697,6.504,114.212,4902.35,40.9,13689.611,61.689,28.073,7.98,8.027,139.615,5655.082,47.18,16734.557,71.161,34.317,0.78,1.163,,,,0.0,0.0,,0.0,,-5.065,-7.761,145.45,361.983,3.02,17433.861,0.653,0.08,1474.77,12.304,4.555,35.751,13.709,4.28,0.0,2.795,0.373,513.009,0.0,1643.18,6.456,0.0,3.37,7946.84,406.845,7.98,8.027,139.615,5655.082,47.18,16734.557,71.161,34.317,62.398,0.052,0.137,5.993,0.05,16.374,0.075,0.034,-2.845,-0.195,5.457,233.731,1.95,654.095,2.941,1.341
Austria,2010,AUT,8362829.0,338927091712.0,-2.533,-0.155,711.078,5.947,535.704,4.48,6.597,1.415,229.569,17.581,5.883,4704.587,39.344,588.318,4.92,,0.0,0.0,0.0,7.245,9.364,70.35,67.91,16.163,3.272,13.312,50240.961,1.24,7.544,20.16,2740.699,22.92,34365.117,287.39,33.751,68.401,8.842,7.809,96.128,1715.927,14.35,11494.689,4.264,0.739,2160.659,18.069,21.131,22.879,15.59,-6.193,-7.731,106.481,4586.965,38.36,12732.616,56.487,25.343,-4.376,-6.848,132.767,5379.759,44.99,15875.842,66.249,31.599,2.44,3.468,,,,0.0,0.0,,0.0,,4.447,6.468,151.918,436.455,3.65,18165.84,2.845,0.35,1513.116,12.654,5.375,36.157,14.365,4.48,0.0,4.782,0.656,535.704,0.0,1717.67,6.597,0.0,3.419,8120.458,420.157,-4.376,-6.848,132.767,5379.759,44.99,15875.842,66.249,31.599,81.569,0.11,0.247,10.762,0.09,29.477,0.133,0.059,5.623,0.271,5.729,246.328,2.06,685.002,3.033,1.363
Austria,2011,AUT,8391201.0,349843128320.0,0.5,0.03,712.217,5.976,543.426,4.56,7.324,1.509,239.158,2.713,1.067,4815.887,40.411,647.106,5.43,,0.0,0.0,0.0,8.721,10.203,70.46,62.26,15.719,-5.733,-24.088,47200.484,1.132,-4.232,-12.162,2544.332,21.35,32799.523,275.227,34.292,69.49,-5.94,-5.71,90.418,1482.505,12.44,10775.343,-1.466,-0.265,2121.779,17.804,19.981,22.829,14.89,-10.756,-12.032,94.449,4080.465,34.24,11255.662,54.995,23.847,-7.98,-11.926,120.841,4875.345,40.91,14400.961,65.708,30.51,8.2,11.638,,,,0.0,0.0,,0.0,,-4.95,-7.52,144.398,414.72,3.48,17208.295,4.375,0.554,1573.971,13.208,5.589,36.458,14.595,4.56,0.0,1.602,0.23,543.426,0.0,1739.306,7.324,0.0,3.685,7419.677,396.069,-7.98,-11.926,120.841,4875.345,40.91,14400.961,65.708,30.51,95.996,0.234,0.48,20.259,0.17,57.226,0.273,0.121,-6.186,-0.387,5.341,231.195,1.94,636.549,3.116,1.349
Austria,2012,AUT,8429641.0,352450904064.0,-1.058,-0.063,701.47,5.913,555.184,4.68,6.812,1.426,186.754,-6.904,-2.79,4462.942,37.621,520.781,4.39,,0.0,0.0,0.0,6.39,9.076,71.5,68.7,16.573,4.66,18.455,49174.594,1.176,-3.45,-9.495,2060.586,17.37,31523.557,265.732,25.284,64.105,-4.619,-4.177,86.241,1151.888,9.71,10230.733,7.477,1.331,2270.022,19.135,14.134,20.805,12.83,28.07,25.779,120.228,5201.882,43.85,14262.477,63.828,29.004,22.082,27.951,148.792,6089.228,51.33,17651.035,74.716,35.895,2.8,3.916,,,,0.0,0.0,,0.0,,-1.751,-2.528,141.87,387.917,3.27,16829.881,-3.088,-0.408,1518.415,12.8,4.76,34.225,14.975,4.68,0.0,2.604,0.38,555.184,0.0,1776.481,6.812,0.0,3.613,8149.813,414.524,22.082,27.951,148.792,6089.228,51.33,17651.035,74.716,35.895,93.878,0.445,0.925,40.334,0.34,109.774,0.495,0.223,27.155,1.409,6.751,291.827,2.46,800.832,3.581,1.629
Austria,2013,AUT,8479542.0,352913752064.0,-12.0,-0.71,613.661,5.204,554.275,4.7,7.277,1.265,172.163,1.357,0.51,4496.881,38.131,496.489,4.21,,0.0,0.0,0.0,6.518,9.273,71.86,64.59,15.708,-0.801,-3.321,48493.574,1.165,0.157,0.418,1661.646,14.09,31387.395,266.151,21.815,64.725,-4.913,-4.237,82.005,784.24,6.65,9670.877,-19.529,-3.737,1815.966,15.399,10.296,19.943,11.12,-4.176,-5.714,114.513,4955.456,42.02,13504.635,65.057,27.848,-2.693,-3.739,145.053,5955.511,50.5,17106.18,78.185,35.275,7.27,10.117,,,,0.0,0.0,,0.0,,2.922,4.145,146.015,380.917,3.23,17219.637,-15.06,-1.928,1282.152,10.872,5.001,35.509,15.036,4.7,0.0,0.405,0.061,554.275,0.0,1773.206,7.277,0.0,3.657,7617.156,411.203,-2.693,-3.739,145.053,5955.511,50.5,17106.18,78.185,35.275,85.483,0.781,1.706,74.296,0.63,201.195,0.975,0.415,28.075,1.843,8.594,371.482,3.15,1013.483,4.877,2.09
Austria,2014,AUT,8546066.0,355364634624.0,24.276,1.263,756.699,6.467,532.409,4.55,7.384,1.638,151.574,-8.156,-3.11,4097.954,35.021,344.018,2.94,,0.0,0.0,0.0,4.771,8.871,70.89,61.62,15.608,-3.99,-16.405,46196.465,1.111,-6.019,-16.019,1336.287,11.42,29268.635,250.132,18.533,63.357,-8.408,-6.895,75.11,622.509,5.32,8788.811,-8.869,-1.366,1642.018,14.033,8.634,19.025,9.34,-2.403,-3.42,111.093,4798.699,41.01,12999.271,66.553,28.139,1.717,-0.386,144.666,5874.048,50.2,16927.83,81.467,36.643,9.27,13.077,,,,0.0,0.0,,0.0,,-4.119,-6.014,140.001,369.761,3.16,16381.871,5.994,0.652,1348.422,11.524,5.128,35.461,14.561,4.55,0.0,-3.158,-0.475,532.409,0.0,1703.831,7.384,0.0,3.688,7210.335,394.798,1.717,-0.386,144.666,5874.048,50.2,16927.83,81.467,36.643,25.444,0.421,2.127,92.44,0.79,248.923,1.282,0.539,21.963,1.825,10.419,450.5,3.85,1219.106,6.248,2.639
Austria,2015,AUT,8642422.0,358988120064.0,19.112,1.236,891.271,7.703,538.044,4.65,7.518,1.951,174.454,8.502,2.978,4396.805,37.999,341.34,2.95,,0.0,0.0,0.0,4.77,9.624,71.91,61.85,15.664,0.012,0.046,45686.785,1.1,2.601,6.505,1650.0,14.26,29695.01,256.637,23.056,64.997,6.086,4.571,79.681,886.326,7.66,9219.747,-4.383,-0.615,1552.542,13.418,12.385,20.18,10.79,-9.389,-11.03,100.062,4299.721,37.16,11578.053,60.081,25.342,-2.412,-6.459,138.208,5506.558,47.59,15991.777,76.944,35.003,10.06,13.99,,,,0.0,0.0,,0.0,,-0.746,-1.044,138.957,422.335,3.65,16078.458,-3.77,-0.434,1283.121,11.089,5.901,35.193,14.884,4.65,0.0,2.217,0.323,538.044,0.0,1722.206,7.518,0.0,3.77,7156.558,394.844,-2.412,-6.459,138.208,5506.558,47.59,15991.777,76.944,35.003,19.338,0.396,2.524,108.766,0.94,291.999,1.52,0.639,25.862,2.616,13.035,560.028,4.84,1508.247,7.825,3.301
Austria,2016,AUT,8736491.0,364218286080.0,-17.12,-1.319,730.732,6.384,547.13,4.78,7.326,1.565,161.686,-6.714,-2.551,4057.434,35.448,233.503,2.04,,0.0,0.0,0.0,3.126,8.689,72.41,65.25,15.993,3.328,13.139,46698.785,1.12,2.222,5.702,1621.933,14.17,30027.902,262.339,21.716,64.301,4.695,3.741,83.422,971.786,8.49,9548.673,-6.097,-0.818,1442.18,12.6,13.011,20.447,10.55,7.575,6.942,107.005,4575.063,39.97,12248.026,61.257,26.228,3.946,7.437,145.645,5846.741,51.08,16670.883,78.284,35.699,7.16,9.888,,,,0.0,0.0,,0.0,,3.247,4.512,143.469,416.643,3.64,16421.795,-11.632,-1.29,1121.665,9.799,5.579,35.165,15.308,4.78,0.0,2.85,0.424,547.13,0.0,1752.222,7.326,0.0,3.752,7468.674,407.984,3.946,7.437,145.645,5846.741,51.08,16670.883,78.284,35.699,16.959,0.41,2.934,125.909,1.1,335.841,1.686,0.719,8.15,0.979,14.014,598.639,5.23,1604.06,8.015,3.435
Austria,2017,AUT,8797497.0,373237972992.0,-12.77,-0.815,632.997,5.569,559.25,4.92,7.298,1.335,171.462,3.151,1.117,4156.245,36.565,200.057,1.76,,,,,2.611,8.764,73.97,67.42,16.16,2.26,9.221,47423.047,1.118,4.106,10.772,1860.757,16.37,31044.086,273.11,24.281,65.462,8.723,7.277,90.699,1240.125,10.91,10309.585,,,,,16.182,21.74,11.56,-4.197,-5.094,101.911,4352.375,38.29,11584.065,56.793,24.427,-1.471,-1.551,144.094,5802.787,51.05,16378.961,75.719,34.538,6.55,8.855,,,,0.0,0.0,,0.0,,1.658,2.378,145.847,420.574,3.7,16578.256,,,,,5.488,34.958,15.748,4.92,0.0,2.876,0.44,559.25,0.0,1790.11,7.298,0.0,3.775,7663.543,417.204,-1.471,-1.551,144.094,5802.787,51.05,16378.961,75.719,34.538,15.78,0.443,3.377,144.359,1.27,383.871,1.884,0.809,25.534,3.475,17.489,746.803,6.57,1987.917,9.745,4.192
Austria,2018,AUT,8840518.0,382269456384.0,4.462,0.248,658.024,5.817,557.66,4.93,7.58,1.425,165.898,-11.704,-4.28,3651.931,32.285,204.739,1.81,,,,,2.783,7.907,73.99,65.04,15.929,-2.131,-8.891,46186.543,1.068,-2.116,-5.779,1694.471,14.98,30239.326,267.331,23.032,65.472,-4.222,-3.829,86.869,1122.106,9.92,9826.255,,,,,15.252,21.275,10.79,-1.713,-2.331,99.58,4257.669,37.64,11264.006,57.872,24.388,-1.328,-3.112,140.982,5662.564,50.06,15947.219,76.968,34.528,8.95,12.096,,,,0.0,0.0,,0.0,,1.598,2.33,148.177,367.625,3.25,16761.139,,,,,4.997,36.29,15.78,4.93,0.0,0.201,0.032,557.66,0.0,1784.964,7.58,0.0,3.865,7357.035,408.313,-1.328,-3.112,140.982,5662.564,50.06,15947.219,76.968,34.528,14.67,0.473,3.85,165.149,1.46,435.482,2.245,0.943,-8.234,-1.534,15.955,682.087,6.03,1804.744,9.271,3.908
Austria,2019,AUT,8879939.0,,0.591,0.034,658.971,5.852,524.778,4.66,6.576,1.364,160.457,5.141,1.66,3822.625,33.945,168.92,1.5,,,,,2.117,7.912,73.99,70.86,16.516,5.073,20.715,48314.258,,3.442,9.202,1826.589,16.22,31141.334,276.533,22.89,64.456,2.458,2.135,89.004,1274.783,11.32,10023.088,,,,,15.975,20.746,11.37,8.47,8.036,107.616,4598.005,40.83,12119.017,57.621,25.084,8.256,11.513,152.495,6153.195,54.64,17172.928,77.11,35.544,3.13,4.23,,,,0.0,0.0,,0.0,,3.649,5.407,153.584,382.885,3.4,17295.617,,,,,4.798,35.798,14.902,4.66,0.0,-5.565,-0.878,524.778,0.0,1678.156,6.576,0.0,3.473,7979.784,429.028,8.256,11.513,152.495,6153.195,54.64,17172.928,77.11,35.544,16.972,0.637,4.487,191.443,1.7,505.259,2.399,1.046,23.541,3.683,19.638,838.97,7.45,2211.524,10.514,4.577
Austria,2020,AUT,8907780.0,,-14.95,-0.875,558.705,4.977,515.28,4.59,6.634,1.241,142.506,-14.473,-4.913,3259.157,29.032,62.866,0.56,,,,,0.809,7.238,71.39,69.19,17.25,-6.509,-27.926,45028.27,,-10.341,-28.597,1545.84,13.77,27833.709,247.937,19.902,61.814,-4.193,-3.732,85.272,1117.001,9.95,9572.81,,,,,14.381,21.26,9.86,2.871,2.683,110.299,4714.979,42.0,12382.319,60.702,27.499,-0.145,0.671,153.165,6221.527,55.42,17194.561,80.098,38.186,2.2,3.082,,,,0.0,0.0,,0.0,,-12.991,-19.952,133.632,365.972,3.26,15001.742,,,,,4.712,33.316,14.688,4.59,0.0,-1.438,-0.214,515.28,0.0,1648.864,6.634,0.0,3.662,7767.368,401.102,-0.145,0.671,153.165,6221.527,55.42,17194.561,80.098,38.186,20.025,0.879,5.365,229.013,2.04,602.32,2.948,1.338,-8.839,-1.802,17.837,762.255,6.79,2002.353,9.814,4.447
